review_id,origin,expansion_state,country,relationship_kind,source,target,relationship_type,description_for_display_only,profile_proposal,profile_reason_code,profile_review_status,evidence_quote,evidence_url,evidence_flags
SE:K031,baseline_264,retained,SE,AKTEUR-BAUVORHABEN,"Kv Återbruket, Litteraturgatan/Selma stad, Göteborg",Liljewall Arkitekter,Entwurf,Entwarf Kv.,Einzelfall / Vorhaben,actor_project_edge,ready,"Kv Återbruket ‹ Liljewall Arkitekter – Göteborg, Stockholm & Malmö (eigene Projektseite)",https://www.liljewall.se/projekt/kv-aterbruket/,
SE:K032,baseline_264,retained,SE,AKTEUR-BAUVORHABEN,"Kv Återbruket, Litteraturgatan/Selma stad, Göteborg",NCC,Bauausführung,Führte die Bauarbeiten an Kv aus.,Einzelfall / Vorhaben,actor_project_edge,ready,"Hyresrätter Kvarteret Återbruket, Göteborg / NCC (eigene Projektseite, NCC als ausführendes Bauunternehmen)",https://www.ncc.se/vara-projekt/hyresratter-kvarteret-aterbruket-goteborg/,
SE:K033,baseline_264,retained,SE,AKTEUR-AKTEUR,NCC,RISE (Research Institutes of Sweden),Konsortialpartner,Arbeiteten im Återhus-Verbund zusammen.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"Partners: NCC, RISE, Stockholms stad, Vasakronan, Fabege, Atrium Ljungberg, Contiga, Zengun, Anthesis, Svensk Betong, Ramboll och KTH",https://www.svenskbyggtidning.se/2021/04/27/aterhus-att-bygga-hus-av-hus/,
candidate-edge:proposal:proj:12:B:1,expansion_candidate,proposed_addition,DE,AKTEUR-BAUVORHABEN,Wohnungsgesellschaft mbH Hoyerswerda,Bröthen Twin-House,Bauherrschaft,Bauherrin des Zweifamilienhauses Bröthen aus wiederverwendeten P2-Bauteilen.,Einzelfall / Vorhaben,actor_project_edge,ready,Zweifamilienhaus in Bröthen,https://www-docs.b-tu.de/ag-baurecycling/public/Forschungsberichte/AZ_22286_Bericht_DBU_Tschechien.pdf,description_over_60
candidate-edge:proposal:proj:12:B:2,expansion_candidate,proposed_addition,DE,AKTEUR-BAUVORHABEN,"Bauingenieurbüro Heidan, Wittichenau",Bröthen Twin-House,Fachplanung,Plante das Haus mit wiederverwendeten P2-Betonfertigteilen.,Einzelfall / Vorhaben,actor_project_edge,ready,"Nach Aussage: Dr. Heidan, Bauingenieurbüro Heidan.",https://www-docs.b-tu.de/ag-baurecycling/public/Forschungsberichte/AZ_22286_Bericht_DBU_Tschechien.pdf,
candidate-edge:proposal:proj:19:A:1,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,Cleveland Steel & Tubes,Brent Cross Town Substation,Bauteillieferung,Lieferte rund 33 Tonnen wiederverwendeten Pipeline-Stahl für den Stahlbau.,Einzelfall / Vorhaben,actor_project_edge,ready,Reclaimed tubes were purchased from stockholder Cleveland Steel and Tubes and originated from cancelled projects in the oil and gas industry,https://asbp.org.uk/case-studies/brent-cross-town-primary-substation,description_over_60
candidate-edge:proposal:proj:19:A:2,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,Whitby Wood,Brent Cross Town Substation,Fachplanung,Übernahm die Tragwerksplanung für die neue Substation.,Einzelfall / Vorhaben,actor_project_edge,ready,Brent Cross Town Primary Substation,https://asbp.org.uk/case-studies/brent-cross-town-primary-substation,
candidate-edge:proposal:proj:19:B:1,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,Arup,Brent Cross Town Substation,Reuse-Konzept,Schlug die Wiederverwendung von Rohrleitungsstahl im Tragwerk vor.,Einzelfall / Vorhaben,actor_project_edge,ready,"Arup proposed the idea of reusing steel, recognising that steelwork was the largest element in the project",https://asbp.org.uk/case-studies/brent-cross-town-primary-substation,description_over_60
candidate-edge:proposal:proj:19:B:2,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,Bourne Special Projects,Brent Cross Town Substation,Bauausführung,Fertigte und errichtete den Stahlbau mit rund 45% wiederverwendetem Stahl.,Einzelfall / Vorhaben,actor_project_edge,ready,Brent Cross Town Primary Substation,https://asbp.org.uk/case-studies/brent-cross-town-primary-substation,description_over_60
candidate-edge:proposal:proj:19:B:3,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,Brent Cross South Limited Partnership,Brent Cross Town Substation,Bauherrschaft,Trug als formale Bauherrin die Strategie für wiederverwendeten Stahl.,Einzelfall / Vorhaben,actor_project_edge,ready, wird namentlich im Stakeholder-Verzeichnis als Partner der ,https://asbp.org.uk/case-studies/brent-cross-town-primary-substation,quote_contains_review_meta_language;quote_looks_truncated;description_over_60
candidate-edge:proposal:proj:23:B:1,expansion_candidate,proposed_addition,BE,AKTEUR-BAUVORHABEN,Antiekbouw NV,Europa Building (Résidence Palace),Bauteillieferung,Lieferte rund 3750 wiederverwendete Eichenfensterrahmen für die Europa-Building-Fassade.,Einzelfall / Vorhaben,actor_project_edge,ready,Thousands of old single glazed windows supplied by Antiek Bouw of Ypres are to be reused in the new EU headquarters in Brussels.,https://www.salvoweb.com/salvonews/17998-single-glazed-reclaimed-windows-reused-in-new-eu-hq,description_over_60
candidate-edge:proposal:proj:23:B:2,expansion_candidate,proposed_addition,BE,AKTEUR-BAUVORHABEN,Samyn and Partners,Europa Building (Résidence Palace),Entwurf,Entwarf die Fassade aus wiederverwendeten Eichenfensterrahmen für Europa Building.,Einzelfall / Vorhaben,actor_project_edge,ready,LEAD and DESIGN PARTNER,https://samynandpartners.com/portfolio/europa-new-headquarters-of-the-council-of-the-european-union/,quote_too_short;description_over_60
candidate-edge:proposal:proj:27:A:1,expansion_candidate,proposed_addition,BE,AKTEUR-BAUVORHABEN,BLAF Architecten,gjG House,Entwurf,BLAF Architecten entwarf gjG House mit einer Schale aus wiederverwendeten Ziegeln.,Einzelfall / Vorhaben,actor_project_edge,ready," mit BLAF Architecten als Entwurfsverfasser (Kriterium 2 erfüllt). Konkrete Verbindung beschrieben: Seite erläutert, dass BLAF Architecten das Haus im Rahmen ihrer ",https://www.archdaily.com/951845/gjg-house-blaf-architecten,description_over_60
candidate-edge:proposal:proj:29:A:1,expansion_candidate,proposed_addition,DE,AKTEUR-BAUVORHABEN,Arbeitsgebiet Bauliches Recycling / BTU Cottbus-Senftenberg,Association House Gröditz,Forschungsbegleitung,Erstellte 2007 Grundlagenermittlung zum Einsatz von Altbetonelementen für das Vereinshaus.,Einzelfall / Vorhaben,actor_project_edge,ready,Vereinshaus 1911 e.V. Gröditz,https://www.b-tu.de/ag-baurecycling/publikationen/vortraege,description_over_60
candidate-edge:proposal:proj:30:B:1,expansion_candidate,proposed_addition,DE,AKTEUR-BAUVORHABEN,VFC Plauen e.V.,Association House Plauen,Bauherrschaft,VFC Plauen e.V. baut Umkleide-/Sanitärtrakt aus wiederverwendeten Betonelementen.,Einzelfall / Vorhaben,actor_project_edge,ready,2_Wiederverwendung.pdf,https://www-docs.b-tu.de/ag-baurecycling/public/Forschungsberichte/2_Wiederverwendung.pdf,quote_too_short;description_over_60
candidate-edge:proposal:proj:30:B:2,expansion_candidate,proposed_addition,DE,AKTEUR-BAUVORHABEN,"bauplanung plauen GmbH, architektur- und Ingenieurbüro",Association House Plauen,Entwurf,bauplanung plauen GmbH plante die Neugestaltung des Umkleide-/Sanitärbereichs.,Einzelfall / Vorhaben,actor_project_edge,ready,"Mundt, J.: Projektunterlagen: Vogtland-Stadion Plauen, Neugestaltung Umkleide-/Sanitärbereiche, bauplanung plauen GmbH, architektur- und Ingenieurbüro, Plauen, 2006.",https://www-docs.b-tu.de/ag-baurecycling/public/Forschungsberichte/2_Wiederverwendung.pdf,description_over_60
candidate-edge:proposal:proj:41:A:1,expansion_candidate,proposed_addition,BE,AKTEUR-BAUVORHABEN,Rotor,MULTI Brussels,Reuse-Konzept,Beriet Whitewood und CONIX RDBM bei der Materialsuche für MULTI.,Einzelfall / Vorhaben,actor_project_edge,ready,URL rotordb.org/en/projects/multi-de-brouckere-tower ist erreichbar und ist Rotors eigene Projektseite zu MULTI/De Brouckère Tower,https://rotordb.org/en/projects/multi-de-brouckere-tower,description_over_60
candidate-edge:proposal:proj:41:A:2,expansion_candidate,proposed_addition,BE,AKTEUR-BAUVORHABEN,RotorDC,MULTI Brussels,Bauteillieferung,Lieferte geborgenen Granit für die Terrassenverkleidung von MULTI.,Einzelfall / Vorhaben,actor_project_edge,ready,"URL rotordb.org/en/projects/multi-de-brouckere-tower ist erreichbar, nennt beide Knoten (Rotor DC und MULTI De Brouckère Tower) und beschreibt die konkrete Verbindung: von Rotor DC geborgener Granit wurde als Terrassenverkleidung im Projekt",https://rotordb.org/en/projects/multi-de-brouckere-tower,description_over_60
candidate-edge:proposal:proj:41:B:1,expansion_candidate,proposed_addition,BE,AKTEUR-BAUVORHABEN,Maris Natuursteen,MULTI Brussels,Aufarbeitung,Bearbeitete geborgene Blausteinplatten für den Atriumboden von MULTI.,Einzelfall / Vorhaben,actor_project_edge,ready,"Bluestone flagstones... salvaged and dimensioned by Maris Natuursteen, have been installed as the atrium's flooring",https://rotordb.org/en/projects/multi-de-brouckere-tower,description_over_60
candidate-edge:proposal:proj:41:B:2,expansion_candidate,proposed_addition,BE,AKTEUR-BAUVORHABEN,Carrières de Maffle,MULTI Brussels,Aufarbeitung,Arbeitet geborgenen Blaustein zu Platten für neue Bauprojekte auf.,Einzelfall / Vorhaben,actor_project_edge,ready,carefully remanufacturing the blocks in order to produce slabs for the terrasse of the new project,https://rotordb.org/en/news/reuse-blue-limestone-multi,description_over_60
candidate-edge:proposal:proj:41:B:3,expansion_candidate,proposed_addition,BE,AKTEUR-BAUVORHABEN,Whitewood,MULTI Brussels,Bauherrschaft,Initiierte als Bauherr die Reuse-Strategie und holte Rotor an Bord.,Einzelfall / Vorhaben,actor_project_edge,ready,doorgedreven hergebruik,https://ecobuild.brussels/nl/circubuild-award-verhuist-naar-valerie-vermandel/,quote_too_short;description_over_60
candidate-edge:proposal:proj:43:B:1,expansion_candidate,proposed_addition,BE,AKTEUR-BAUVORHABEN,noAarchitecten,Lo-Reninge Town Hall Façade,Entwurf,Konzipierte die Ziegelfassade des Stadthauses mit recyceltem Backstein.,Einzelfall / Vorhaben,actor_project_edge,ready,046 Town Hall Lo-Reninge,https://divisare.com/projects/391079-noaarchitecten-filip-dujardin-046-town-hall-lo-reninge,quote_too_short;description_over_60
candidate-edge:proposal:proj:44:A:1,expansion_candidate,proposed_addition,BE,AKTEUR-BAUVORHABEN,Rotor,Institut de Botanique ULg,Reuse-Konzept,Beriet bei Untersuchungen zum Reuse-Konzept des Institut de Botanique.,Einzelfall / Vorhaben,actor_project_edge,ready,auf zahlreichen Besuchen und Untersuchungen (en concertation avec Rotor notamment) sowie fortschreitendem Prototyping technischer Details,https://opalis.eu/fr/projets/linstitut-de-botanique-de-lulg,description_over_60
candidate-edge:proposal:proj:44:B:1,expansion_candidate,proposed_addition,BE,AKTEUR-BAUVORHABEN,Université de Liège – Administration des Ressources Immobilières,Institut de Botanique ULg,Reuse-Konzept,Initiierte als Bauherrin und Planerin das Reuse-Konzept der Sanierung.,Einzelfall / Vorhaben,actor_project_edge,ready,Institut de Botanique de l'ULiège (Bâtiment B22),https://web.archive.org/web/20231103040446/https://www.construction21.org/belgique/case-studies/h/institut-de-botanique-de-uliege-batiment-b22.html,description_over_60
candidate-edge:proposal:proj:44:B:2,expansion_candidate,proposed_addition,BE,AKTEUR-BAUVORHABEN,Les Entreprises Gilles Moury sa,Institut de Botanique ULg,Bauausführung,Montierte als Subunternehmer eine Fassade aus wiederverwendetem Holz.,Einzelfall / Vorhaben,actor_project_edge,ready,mis en œuvre par l'entreprise Moury (sous-traitant GROVEN Portal) pour la réalisation d'un nouveau bardage de façade de (2.600 m²),https://web.archive.org/web/20231103040446/https://www.construction21.org/belgique/case-studies/h/institut-de-botanique-de-uliege-batiment-b22.html,description_over_60
candidate-edge:proposal:proj:58:A:1,expansion_candidate,proposed_addition,NL,AKTEUR-BAUVORHABEN,bureau SLA,People’s Pavilion,Entwurf,Entwarf mit Overtreders W das temporäre Gebäude aus 100% geliehenen Materialien.,Einzelfall / Vorhaben,actor_project_edge,ready,", mit explizitem Entwurfscredit ",https://bureausla.nl/project/peoples-pavilion/?lang=en,description_over_60
candidate-edge:proposal:proj:58:A:2,expansion_candidate,proposed_addition,NL,AKTEUR-BAUVORHABEN,Overtreders W,People’s Pavilion,Entwurf,Entwarf mit bureau SLA das Pavillon-Gebäude aus vollständig geliehenen Materialien.,Einzelfall / Vorhaben,actor_project_edge,ready,). Quote verbatim vorhanden: ,https://bureausla.nl/project/peoples-pavilion/?lang=en,description_over_60
candidate-edge:proposal:proj:58:A:3,expansion_candidate,proposed_addition,NL,AKTEUR-BAUVORHABEN,New Horizon,People’s Pavilion,Reuse-Konzept,Beriet als Urban-Mining-Experte zur Materialwahl für den geliehenen Pavillon.,Einzelfall / Vorhaben,actor_project_edge,ready,) des People's Pavilion und nennt beide Knoten: New Horizon wird dort explizit mit Rollenangabe ,https://bureausla.nl/project/peoples-pavilion/?lang=en,description_over_60
candidate-edge:proposal:proj:58:A:4,expansion_candidate,proposed_addition,NL,AKTEUR-BAUVORHABEN,Stiho,People’s Pavilion,Bauteillieferung,"Verlieh Holz- und Stahlmatten für den Bau, die nach der Messe zurückgingen.",Einzelfall / Vorhaben,actor_project_edge,ready, in der projekteigenen Rubrik ,https://bureausla.nl/project/peoples-pavilion/?lang=en,description_over_60
candidate-edge:proposal:proj:60:B:1,expansion_candidate,proposed_addition,DE,AKTEUR-BAUVORHABEN,"gmp Architekten von Gerkan, Marg und Partner",Christ Pavilion,Entwurf,Entwarf den Christus-Pavillon für EXPO 2000 und die Verlagerung nach Volkenroda.,Einzelfall / Vorhaben,actor_project_edge,ready,Entwurf: Meinhard von Gerkan und Joachim Zais,https://www.gmp.de/de/projekte/415/christus-pavillon-expo-2000,description_over_60
candidate-edge:proposal:proj:68:B:1,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,SEGRO,9 Cambridge Avenue,Bauherrschaft,"Gab als Bauherrin den Auftrag, möglichst viel des Bestands wiederzuverwenden.",Einzelfall / Vorhaben,actor_project_edge,ready,SEGRO took on the risk for the reused components as it is their building,https://steelconstruction.info/9_Cambridge_Avenue,description_over_60
candidate-edge:proposal:proj:68:B:2,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,Francis Construction,9 Cambridge Avenue,Bauausführung,"Führte Rückbau, Sicherung und Wiedereinbau der Bestandsbauteile aus.",Einzelfall / Vorhaben,actor_project_edge,ready,"9 Cambridge Avenue, Slough",https://www.francisconstruction.co.uk/project/9-cambridge-avenue-slough/,description_over_60
candidate-edge:proposal:proj:69:A:1,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,Elliott Wood,30 Duke Street St James’s,Fachplanung,"Trägt Tragwerksplanung, Nachhaltigkeit und BIM für das Reuse-Vorhaben.",Einzelfall / Vorhaben,actor_project_edge,ready,"URL erreichbar, Quelle nennt beide Knoten (Elliott Wood und Projekt 30 Duke Street St James's für Bauherr GPE) und beschreibt konkret die Fachplanungsleistung (Tragwerksplanung, Nachhaltigkeit, BIM für die Materialwiederverwendung, u.a",https://www.elliottwood.co.uk/featured/30-duke-street,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:69:A:2,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,Cleveland Steel & Tubes,30 Duke Street St James’s,Bauteillieferung,Lieferte reklamierten Stahlanteil (4%) für den Stahlbau.,Einzelfall / Vorhaben,actor_project_edge,ready,"Sourced from Cleveland Steel Stock, 4% of the steel is reclaimed, and 1% is recovered",https://www.elliottwood.co.uk/latest/180-piccadilly-londons-largest-steel-reuse-project,
candidate-edge:proposal:proj:69:B:1,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,GPE,30 Duke Street St James’s,Bauherrschaft,"Bauherr; behält Fundament/Untergeschoss, nutzt Stahl aus City Place House.",Einzelfall / Vorhaben,actor_project_edge,ready,-- Beide Belege wurden erneut geöffnet und bestätigt,https://www.gpe.co.uk/content-hub/case-studies/2025/best-in-class,description_over_60
candidate-edge:proposal:proj:69:B:2,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,Mace,30 Duke Street St James’s,Bauausführung,Hauptunternehmer; leitete Bau inkl. vorgefertigter Fassadenpaneele.,Einzelfall / Vorhaben,actor_project_edge,ready,led by developer GPE and constructed by main contractor Mace,https://www.buildnews.co.uk/30-duke-street-tops-out-as-londons-largest-commercial-reused-steel-project/,description_over_60
candidate-edge:proposal:proj:69:B:3,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,William Hare Group,30 Duke Street St James’s,Bauausführung,Lieferte und montierte das (teils reklamierte) Stahltragwerk.,Einzelfall / Vorhaben,actor_project_edge,ready,. edge_beleg_url (buildnews.co.uk) nennt beide Knoten (30 Duke Street und William Hare Group) und beschreibt die konkrete Verbindung: ,https://www.buildnews.co.uk/30-duke-street-tops-out-as-londons-largest-commercial-reused-steel-project/,description_over_60
candidate-edge:proposal:proj:69:B:4,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,EMR,30 Duke Street St James’s,Bauteillieferung,Lieferte Anteil (6%) an wiederverwendbarem Stahl aus eigenem Bestand.,Einzelfall / Vorhaben,actor_project_edge,ready," (eigene, dauerhafte Kernpraxis: ",https://www.elliottwood.co.uk/latest/180-piccadilly-londons-largest-steel-reuse-project,description_over_60
candidate-edge:proposal:proj:69:B:5,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,John F Hunt,30 Duke Street St James’s,Rückbau,Bergungsauftrag; rettete 8t Stahl und ~1800 Innenausbau-Elemente.,Einzelfall / Vorhaben,actor_project_edge,ready,"at the pre-demolition audit stage throughout all our projects, our expert environmental team identify all potential items for reuse",https://www.britishchambers.org.uk/case-studies/john-f-hunt-recovers-significant-steel-materials-for-reuse-at-its-central-london-demolition-project/,description_over_60
candidate-edge:proposal:proj:70:A:1,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,Heyne Tillett Steel / HTS,SIX St Andrew Street,Reuse-Konzept,HTS entwickelte via Stockmatcher das Reuse-Konzept für 24 t Recyclingstahl bei SIX.,Einzelfall / Vorhaben,actor_project_edge,ready,"URL https://hts.uk.com/project/six/ ist erreichbar und ist HTS' eigene Projektseite zum SIX-Bauvorhaben (6-10 St Andrew Street, London)",https://hts.uk.com/project/six/,description_over_60
candidate-edge:proposal:proj:70:B:1,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,GPE,SIX St Andrew Street,Bauherrschaft,Steuert Rückbau und Wiedereinsatz von Stahl zwischen eigenen Bauprojekten.,Einzelfall / Vorhaben,actor_project_edge,ready,Barr Gazetas has completed the refurbishment... for developer Great Portland Estates (GPE),https://www.bdonline.co.uk/buildings-design-and-specification/barr-gazetas-delivers-retrofit-of-central-london-office-for-gpe/5136731.article,description_over_60
candidate-edge:proposal:proj:70:B:2,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,Barr Gazetas,SIX St Andrew Street,Entwurf,Barr Gazetas entwarf Umbau und Erweiterung von SIX St Andrew Street.,Einzelfall / Vorhaben,actor_project_edge,ready,"Barr Gazetas has completed the refurbishment and extension of 6 St Andrew Street in Farringdon, London, for developer Great Portland Estates (GPE)",https://www.bdonline.co.uk/buildings-design-and-specification/barr-gazetas-delivers-retrofit-of-central-london-office-for-gpe/5136731.article,description_over_60
candidate-edge:proposal:proj:71:A:1,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,Cleveland Steel & Tubes,Pontllanfraith Centre for Skills and Learning,Bauteillieferung,Cleveland Steel lieferte wiederverwendeten Stahl für die Sporthalle in Pontllanfraith.,Einzelfall / Vorhaben,actor_project_edge,ready,Pontllanfraith Centre for Vulnerable Learners,https://www.curtins.com/experience/pontillanfaith-centre-wales/,description_over_60
candidate-edge:proposal:proj:71:B:1,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,Curtins,Pontllanfraith Centre for Skills and Learning,Fachplanung,Curtins beriet als Tragwerksplaner zur Einbindung wiederverwendeter Stahlbauteile.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Beide Beleg-URLs live geöffnet und Zitate exakt bestätigt,https://www.curtins.com/experience/pontillanfaith-centre-wales/,description_over_60
candidate-edge:proposal:proj:71:B:2,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,Reseiclo Community Wood Recycling,Pontllanfraith Centre for Skills and Learning,Projektbeitrag,*Bauteillieferung* (Projekt->Akteur): Baustelle lieferte Überschussholz an Reseiclo.,Einzelfall / Vorhaben,actor_project_edge,ready,Wynne Construction has provided 40 tonnes of timber and wood to Newport social enterprise Reseiclo Community Wood Recycling,https://wynneconstruction.co.uk/branching-out/,description_over_60
candidate-edge:proposal:proj:71:B:3,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,Wynne Construction,Pontllanfraith Centre for Skills and Learning,Bauausführung,Wynne führte Umbau und Neubau der Sporthalle in Pontllanfraith als Generalunternehmer aus.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Beide Beleg-URLs erneut geöffnet und erreichbar,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN462624,description_over_60
candidate-edge:proposal:proj:72:B:1,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,GPE,2 Aldermanbury Square,Bauherrschaft,Steuert Rückbau und Wiedereinsatz von Stahl zwischen eigenen Bauprojekten.,Einzelfall / Vorhaben,actor_project_edge,ready,"2 Aldermanbury Square project, driven by property company Great Portland Estates (GPE)",https://www.gpe.co.uk/news-media/news/2026/gpe-completes-its-largest-office-development-to-date/,description_over_60
candidate-edge:proposal:proj:72:B:2,expansion_candidate,proposed_addition,GB,AKTEUR-BAUVORHABEN,Keltbray,2 Aldermanbury Square,Rückbau,Führte den zerstörungsarmen Rückbau des Stahltragwerks für die Wiederverwendung durch.,Einzelfall / Vorhaben,actor_project_edge,ready," korrekt belegt, Zitat exakt gefunden. edge_beleg_url (cogentbc.co.uk, Projektseite von Cogent als Project Manager für 2 Aldermanbury Square) nennt beide Knoten und beschreibt die konkrete Verbindung: ",https://www.cogentbc.co.uk/project/2-aldermanbury-square-london/,description_over_60
candidate-edge:proposal:proj:73:A:1,expansion_candidate,proposed_addition,NL,AKTEUR-BAUVORHABEN,cepezed,Techbank Enschede,Entwurf,Cepezed entwarf 2015 das demontierbare Gebäude der heutigen Techbank.,Einzelfall / Vorhaben,actor_project_edge,ready,In 2015 ontwierp architectenbureau cepezed een gebouw dat eenvoudig te monteren én demonteren is.,https://techbank.nl/,description_over_60
candidate-edge:proposal:proj:73:A:2,expansion_candidate,proposed_addition,NL,AKTEUR-BAUVORHABEN,Lagemaat Heerde,Techbank Enschede,Rückbau,Lagemaat demontierte das Amsterdamer Gebäude für den Wiederaufbau als Techbank.,Einzelfall / Vorhaben,actor_project_edge,ready," als aannemer/contractor, Projekt = Wiederaufbau des Amsterdamer Gebäudes als Techbank in Enschede) und beschreibt die konkrete Verbindung: ",https://www.winkelstechniek.nl/verhalen/tijdelijke-rechtbank-uit-amsterdam-krijgt-nieuwe-functie-en-plek-in-enschede,description_over_60
candidate-edge:proposal:proj:73:A:3,expansion_candidate,proposed_addition,NL,AKTEUR-BAUVORHABEN,lcp-circulair,Techbank Enschede,Reuse-Konzept,LCP Circulair begleitete Demontage und Wiederaufbau als Techbank Enschede.,Einzelfall / Vorhaben,actor_project_edge,ready,De tijdelijke rechtbank Amsterdam is gedemonteerd en weer opgebouwd als Techbank op Kennispark Twente,https://lcp-circulair.nl/projecten,description_over_60
candidate-edge:proposal:proj:73:B:1,expansion_candidate,proposed_addition,NL,AKTEUR-BAUVORHABEN,Rijksvastgoedbedrijf,Techbank Enschede,Bauherrschaft,Rijksvastgoedbedrijf beauftragte das demontierbare Interimsgebäude.,Einzelfall / Vorhaben,actor_project_edge,ready," (konkretes Programm, nicht nur Nachhaltigkeits-Sprache). edge_beleg_url (1twente.nl) nennt beide Knoten und beschreibt die konkrete Verbindung: ",https://www.1twente.nl/artikel/5974633/op-deze-plek-in-enschede-staat-nu-de-voormalige-rechtbank-van-amsterdam-een-voorbeeld-voor-de-rest-van-het-land,description_over_60
candidate-edge:proposal:proj:74:B:1,expansion_candidate,proposed_addition,NL,AKTEUR-BAUVORHABEN,Claessens Erdmann architects & designers,Bus Terminal Schiphol-Noord,Entwurf,Entwarf den Umbau des Hangars zum Busbahnhof Schiphol-Noord.,Einzelfall / Vorhaben,actor_project_edge,ready,Sander Bos en Bart van Ham van architectenbureau Claessens-Erdmann hebben de hangar aangepast aan de nieuwe functie,https://www.architectuur.nl/nieuws/derde-leven-vliegtuighangar-als-busstation-schiphol/,
candidate-edge:proposal:proj:74:B:2,expansion_candidate,proposed_addition,NL,AKTEUR-BAUVORHABEN,Royal HaskoningDHV,Bus Terminal Schiphol-Noord,Fachplanung,Erstellte die Tragwerksplanung für den Busbahnhof Schiphol-Noord.,Einzelfall / Vorhaben,actor_project_edge,ready,Bus station Schiphol – Nord,https://www.steelconstruct.com/wp-content/uploads/FS08-Bus-station-Schiphol-Nord.pdf,description_over_60
candidate-edge:proposal:proj:74:B:3,expansion_candidate,proposed_addition,NL,AKTEUR-BAUVORHABEN,Aa-Dee Machinefabriek Staalbouw Nederland,Bus Terminal Schiphol-Noord,Aufarbeitung,Arbeitete die wiederverwendete Hangar-Stahlkonstruktion für den Busbahnhof auf.,Einzelfall / Vorhaben,actor_project_edge,ready,"Steel construction: Aa-Dee Machinefabriek Staalbouw Nederland, Schijndel",https://www.steelconstruct.com/wp-content/uploads/FS08-Bus-station-Schiphol-Nord.pdf,description_over_60
candidate-edge:proposal:proj:75:A:1,expansion_candidate,proposed_addition,NL,AKTEUR-BAUVORHABEN,Superuse Studios / 2012Architecten,Grondstoffenstation Afrikaanderplein,Entwurf,"Entwarf das Grondstoffenstation Afrikaanderplein, gebaut aus geoogste materialen.",Einzelfall / Vorhaben,actor_project_edge,ready,"Het Grondstoffenstation Afrikaanderplein is een ontwerp van Superuse Studios in opdracht van Afrikaanderwijk Coöperatie, gerealiseerd door Aannemingsbedrijf Mostert.",https://architectenweb.nl/nieuws/artikel.aspx?id=58154,description_over_60
candidate-edge:proposal:proj:75:A:2,expansion_candidate,proposed_addition,NL,AKTEUR-BAUVORHABEN,IMd Raadgevende Ingenieurs,Grondstoffenstation Afrikaanderplein,Fachplanung,Erstellte den konstruktiven Entwurf des Grondstoffenstation Afrikaanderplein.,Einzelfall / Vorhaben,actor_project_edge,ready,Afvalstoffenstation Afrikaanderplein,https://www.nationalestaalprijs.nl/project/afvalstoffenstation-afrikaanderplein,description_over_60
candidate-edge:proposal:proj:75:A:3,expansion_candidate,proposed_addition,NL,AKTEUR-BAUVORHABEN,Vic Obdam Staalbouw,Grondstoffenstation Afrikaanderplein,Bauteillieferung,Fertigte die Stahlkonstruktion des Grondstoffenstation Afrikaanderplein.,Einzelfall / Vorhaben,actor_project_edge,ready,Afvalstoffenstation Afrikaanderplein,https://www.nationalestaalprijs.nl/project/afvalstoffenstation-afrikaanderplein,description_over_60
candidate-edge:proposal:proj:75:B:1,expansion_candidate,proposed_addition,NL,AKTEUR-BAUVORHABEN,Afrikaanderwijk Coöperatie,Grondstoffenstation Afrikaanderplein,Bauherrschaft,Beauftragte den Bau des Grondstoffenstation Afrikaanderplein.,Einzelfall / Vorhaben,actor_project_edge,ready,in opdracht van Afrikaanderwijk Coöperatie,https://architectenweb.nl/nieuws/artikel.aspx?id=58154,description_over_60
