claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,coverage_level,graph_element_id
EP02-rel-00748,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030323,bw_donor_gebaudegruppe_resource_rows_mauerwerk,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_donor_gebaudegruppe_resource_rows_mauerwerk —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Materialdepot valid, range :Bauobjektrolle valid; endpoints ['Materialdepot'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030323
EP02-rel-00749,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030389,bw_ehemalige_gladsaxe_school,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_ehemalige_gladsaxe_school —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030389
EP02-rel-00750,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030277,bw_ehemalige_reithalle_bei_liege_bierset,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_ehemalige_reithalle_bei_liege_bierset —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030277
EP02-rel-00751,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030593,bw_ehemaliger_sitz_der_flaemischen_regierung_als_treppen_donor,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_ehemaliger_sitz_der_flaemischen_regierung_als_treppen_donor —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030593
EP02-rel-00752,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030256,bw_ehemaliges_haus_der_jugend_hannover,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_ehemaliges_haus_der_jugend_hannover —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030256
EP02-rel-00753,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030022,bw_einkaufswagendepot_zuerich,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_einkaufswagendepot_zuerich —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030022
EP02-rel-00754,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351025189,bw_elementa_walkeweg_basel,bor_empfaengerobjekt,HAT_BAUOBJEKTROLLE,bw_elementa_walkeweg_basel —[HAT_BAUOBJEKTROLLE]→ bor_empfaengerobjekt (classifies subject as Bauobjektrolle vocab node bor_empfaengerobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351025189
EP02-rel-00755,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029963,bw_elys_basel_donor,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_elys_basel_donor —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029963
EP02-rel-00756,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030788,bw_elys_ehemaliges_getraenkelager_areal,bor_same_site_donor_receiver,HAT_BAUOBJEKTROLLE,bw_elys_ehemaliges_getraenkelager_areal —[HAT_BAUOBJEKTROLLE]→ bor_same_site_donor_receiver (classifies subject as Bauobjektrolle vocab node bor_same_site_donor_receiver),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Materialdepot valid, range :Bauobjektrolle valid; endpoints ['Materialdepot'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030788
EP02-rel-00757,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6922102996012634512,bw_elys_former_coop_distribution_center,bor_bestandsobjekt,HAT_BAUOBJEKTROLLE,bw_elys_former_coop_distribution_center —[HAT_BAUOBJEKTROLLE]→ bor_bestandsobjekt (classifies subject as Bauobjektrolle vocab node bor_bestandsobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6922102996012634512
EP02-rel-00758,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029596,bw_elys_former_coop_distribution_center,bor_empfaengerobjekt,HAT_BAUOBJEKTROLLE,bw_elys_former_coop_distribution_center —[HAT_BAUOBJEKTROLLE]→ bor_empfaengerobjekt (classifies subject as Bauobjektrolle vocab node bor_empfaengerobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029596
EP02-rel-00759,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919851196198949268,bw_elys_former_coop_distribution_center,bor_same_site_donor_receiver,HAT_BAUOBJEKTROLLE,bw_elys_former_coop_distribution_center —[HAT_BAUOBJEKTROLLE]→ bor_same_site_donor_receiver (classifies subject as Bauobjektrolle vocab node bor_same_site_donor_receiver),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919851196198949268
EP02-rel-00760,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029597,bw_elys_regional_reuse_sources,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_elys_regional_reuse_sources —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029597
EP02-rel-00761,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6922102996012634517,bw_elys_regional_reuse_sources,bor_zwischenlager,HAT_BAUOBJEKTROLLE,bw_elys_regional_reuse_sources —[HAT_BAUOBJEKTROLLE]→ bor_zwischenlager (classifies subject as Bauobjektrolle vocab node bor_zwischenlager),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6922102996012634517
EP02-rel-00762,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029923,bw_emergis_bestand_kloetinge,bor_bestandsobjekt,HAT_BAUOBJEKTROLLE,bw_emergis_bestand_kloetinge —[HAT_BAUOBJEKTROLLE]→ bor_bestandsobjekt (classifies subject as Bauobjektrolle vocab node bor_bestandsobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029923
EP02-rel-00763,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029921,bw_emergis_ithaka_kloetinge,bor_empfaengerobjekt,HAT_BAUOBJEKTROLLE,bw_emergis_ithaka_kloetinge —[HAT_BAUOBJEKTROLLE]→ bor_empfaengerobjekt (classifies subject as Bauobjektrolle vocab node bor_empfaengerobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029921
EP02-rel-00764,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030301,bw_engie_baustelle_saint_denis,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_engie_baustelle_saint_denis —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030301
EP02-rel-00765,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029621,bw_eu_window_donor_sources,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_eu_window_donor_sources —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029621
EP02-rel-00766,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029619,bw_europa_building_brussels,bor_empfaengerobjekt,HAT_BAUOBJEKTROLLE,bw_europa_building_brussels —[HAT_BAUOBJEKTROLLE]→ bor_empfaengerobjekt (classifies subject as Bauobjektrolle vocab node bor_empfaengerobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029619
EP02-rel-00767,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030442,bw_externe_stahl_donor_stockholder,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_externe_stahl_donor_stockholder —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Materialdepot valid, range :Bauobjektrolle valid; endpoints ['Materialdepot'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030442
EP02-rel-00768,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029636,bw_ferme_du_rail_receiver,bor_empfaengerobjekt,HAT_BAUOBJEKTROLLE,bw_ferme_du_rail_receiver —[HAT_BAUOBJEKTROLLE]→ bor_empfaengerobjekt (classifies subject as Bauobjektrolle vocab node bor_empfaengerobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029636
EP02-rel-00769,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030462,bw_gellerupparken_rueckbau_wohnbloecke,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_gellerupparken_rueckbau_wohnbloecke —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030462
EP02-rel-00770,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351025195,bw_generale_de_banque_brussels,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_generale_de_banque_brussels —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351025195
EP02-rel-00771,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029658,bw_gjg_house_receiver,bor_empfaengerobjekt,HAT_BAUOBJEKTROLLE,bw_gjg_house_receiver —[HAT_BAUOBJEKTROLLE]→ bor_empfaengerobjekt (classifies subject as Bauobjektrolle vocab node bor_empfaengerobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029658
EP02-rel-00772,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029729,bw_gorlaeus_hochhaus,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_gorlaeus_hochhaus —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029729
EP02-rel-00773,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6926606595640005008,bw_grande_halle_receiver,bor_bestandsobjekt,HAT_BAUOBJEKTROLLE,bw_grande_halle_receiver —[HAT_BAUOBJEKTROLLE]→ bor_bestandsobjekt (classifies subject as Bauobjektrolle vocab node bor_bestandsobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6926606595640005008
EP02-rel-00774,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029671,bw_grande_halle_receiver,bor_empfaengerobjekt,HAT_BAUOBJEKTROLLE,bw_grande_halle_receiver —[HAT_BAUOBJEKTROLLE]→ bor_empfaengerobjekt (classifies subject as Bauobjektrolle vocab node bor_empfaengerobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029671
EP02-rel-00775,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029693,bw_grubenstrasse_external_donor_sources,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_grubenstrasse_external_donor_sources —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029693
EP02-rel-00776,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029944,bw_hagenholz_recyclinghalle,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_hagenholz_recyclinghalle —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029944
EP02-rel-00777,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029962,bw_halle_118_bestand,bor_bestandsobjekt,HAT_BAUOBJEKTROLLE,bw_halle_118_bestand —[HAT_BAUOBJEKTROLLE]→ bor_bestandsobjekt (classifies subject as Bauobjektrolle vocab node bor_bestandsobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029962
EP02-rel-00778,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029711,bw_harmalanrannan_ernst_receiver,bor_empfaengerobjekt,HAT_BAUOBJEKTROLLE,bw_harmalanrannan_ernst_receiver —[HAT_BAUOBJEKTROLLE]→ bor_empfaengerobjekt (classifies subject as Bauobjektrolle vocab node bor_empfaengerobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029711
EP02-rel-00779,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029821,bw_hastings_pier_fire_damaged_deck,bor_donorobjekt,HAT_BAUOBJEKTROLLE,bw_hastings_pier_fire_damaged_deck —[HAT_BAUOBJEKTROLLE]→ bor_donorobjekt (classifies subject as Bauobjektrolle vocab node bor_donorobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029821
EP02-rel-00780,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6924354795826319764,bw_hastings_pier_fire_damaged_deck,bor_same_site_donor_receiver,HAT_BAUOBJEKTROLLE,bw_hastings_pier_fire_damaged_deck —[HAT_BAUOBJEKTROLLE]→ bor_same_site_donor_receiver (classifies subject as Bauobjektrolle vocab node bor_same_site_donor_receiver),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6924354795826319764
EP02-rel-00781,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029822,bw_hastings_pier_retained_heritage_context,bor_bestandsobjekt,HAT_BAUOBJEKTROLLE,bw_hastings_pier_retained_heritage_context —[HAT_BAUOBJEKTROLLE]→ bor_bestandsobjekt (classifies subject as Bauobjektrolle vocab node bor_bestandsobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029822
EP02-rel-00782,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029820,bw_hastings_pier_visitor_centre,bor_empfaengerobjekt,HAT_BAUOBJEKTROLLE,bw_hastings_pier_visitor_centre —[HAT_BAUOBJEKTROLLE]→ bor_empfaengerobjekt (classifies subject as Bauobjektrolle vocab node bor_empfaengerobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029820
EP02-rel-00783,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6922102996012634516,bw_hastings_pier_visitor_centre,bor_same_site_donor_receiver,HAT_BAUOBJEKTROLLE,bw_hastings_pier_visitor_centre —[HAT_BAUOBJEKTROLLE]→ bor_same_site_donor_receiver (classifies subject as Bauobjektrolle vocab node bor_same_site_donor_receiver),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6922102996012634516
EP02-rel-00784,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029839,bw_haus_hos_receiver,bor_empfaengerobjekt,HAT_BAUOBJEKTROLLE,bw_haus_hos_receiver —[HAT_BAUOBJEKTROLLE]→ bor_empfaengerobjekt (classifies subject as Bauobjektrolle vocab node bor_empfaengerobjekt),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_BAUOBJEKTROLLE: domain :Bauwerk valid, range :Bauobjektrolle valid; endpoints ['Bauwerk'] -> ['Bauobjektrolle']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029839
