claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
EP01-rel-00836,rel,r_materiuum_geneve_ressourcerie__HAT_AKTEURROLLE__ar_materiallieferung_markt,materiuum_geneve_ressourcerie,ar_materiallieferung_markt,HAT_AKTEURROLLE,Matériuum Genève Ressourcerie (materiuum_geneve_ressourcerie) has actor role Materiallieferung_Markt (ar_materiallieferung_markt),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (materiuum_geneve_ressourcerie)-[:HAT_AKTEURROLLE]->(ar_materiallieferung_markt:Akteurrolle name='Materiallieferung_Markt'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162030958443005973,rel
EP01-rel-00837,rel,r_materiuum_geneve_ressourcerie__HAT_AKTEURROLLE__ar_reuse_zirkularitaetsberatung,materiuum_geneve_ressourcerie,ar_reuse_zirkularitaetsberatung,HAT_AKTEURROLLE,Matériuum Genève Ressourcerie (materiuum_geneve_ressourcerie) has actor role Reuse_Zirkularitaetsberatung (ar_reuse_zirkularitaetsberatung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (materiuum_geneve_ressourcerie)-[:HAT_AKTEURROLLE]->(ar_reuse_zirkularitaetsberatung:Akteurrolle name='Reuse_Zirkularitaetsberatung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164282758256691221,rel
EP01-rel-00838,rel,r_materiuum_geneve_ressourcerie__HAT_AKTEURROLLE__ar_rueckbau_bauteilernte_logistik,materiuum_geneve_ressourcerie,ar_rueckbau_bauteilernte_logistik,HAT_AKTEURROLLE,Matériuum Genève Ressourcerie (materiuum_geneve_ressourcerie) has actor role Rueckbau_Bauteilernte_Logistik (ar_rueckbau_bauteilernte_logistik),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (materiuum_geneve_ressourcerie)-[:HAT_AKTEURROLLE]->(ar_rueckbau_bauteilernte_logistik:Akteurrolle name='Rueckbau_Bauteilernte_Logistik'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815635477,rel
EP01-rel-00839,rel,r_materiuum_geneve_ressourcerie__HAT_AKTEURROLLE__ar_software_digitalisierung,materiuum_geneve_ressourcerie,ar_software_digitalisierung,HAT_AKTEURROLLE,Matériuum Genève Ressourcerie (materiuum_geneve_ressourcerie) has actor role Software_Digitalisierung (ar_software_digitalisierung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (materiuum_geneve_ressourcerie)-[:HAT_AKTEURROLLE]->(ar_software_digitalisierung:Akteurrolle name='Software_Digitalisierung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155275559001950229,rel
EP01-rel-00840,rel,r_matriciel__HAT_AKTEURROLLE__ar_fachplanung_nachweis,matriciel,ar_fachplanung_nachweis,HAT_AKTEURROLLE,Matriciel (matriciel) has actor role Fachplanung_Nachweis (ar_fachplanung_nachweis),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (matriciel)-[:HAT_AKTEURROLLE]->(ar_fachplanung_nachweis:Akteurrolle name='Fachplanung_Nachweis'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7023465873465677831,rel
EP01-rel-00841,rel,r_matthew_crabbe__HAT_AKTEURROLLE__ar_bauausfuehrung_fertigung,matthew_crabbe,ar_bauausfuehrung_fertigung,HAT_AKTEURROLLE,Matthew Crabbe (matthew_crabbe) has actor role Bauausfuehrung_Fertigung (ar_bauausfuehrung_fertigung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (matthew_crabbe)-[:HAT_AKTEURROLLE]->(ar_bauausfuehrung_fertigung:Akteurrolle name='Bauausfuehrung_Fertigung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159779158629292229,rel
EP01-rel-00842,rel,r_matthew_crabbe__HAT_AKTEURROLLE__ar_entwurf_planung,matthew_crabbe,ar_entwurf_planung,HAT_AKTEURROLLE,Matthew Crabbe (matthew_crabbe) has actor role Entwurf_Planung (ar_entwurf_planung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (matthew_crabbe)-[:HAT_AKTEURROLLE]->(ar_entwurf_planung:Akteurrolle name='Entwurf_Planung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188236485,rel
EP01-rel-00843,rel,r_matthew_crabbe__HAT_AKTEURROLLE__ar_forschung_dokumentation,matthew_crabbe,ar_forschung_dokumentation,HAT_AKTEURROLLE,Matthew Crabbe (matthew_crabbe) has actor role Forschung_Dokumentation (ar_forschung_dokumentation),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (matthew_crabbe)-[:HAT_AKTEURROLLE]->(ar_forschung_dokumentation:Akteurrolle name='Forschung_Dokumentation'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815606981,rel
EP01-rel-00844,rel,r_matthias_kohler__HAT_AKTEURROLLE__ar_entwurf_planung,matthias_kohler,ar_entwurf_planung,HAT_AKTEURROLLE,Matthias Kohler (matthias_kohler) has actor role Entwurf_Planung (ar_entwurf_planung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (matthias_kohler)-[:HAT_AKTEURROLLE]->(ar_entwurf_planung:Akteurrolle name='Entwurf_Planung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815607177,rel
EP01-rel-00845,rel,r_matthias_kohler__HAT_AKTEURROLLE__ar_forschung_dokumentation,matthias_kohler,ar_forschung_dokumentation,HAT_AKTEURROLLE,Matthias Kohler (matthias_kohler) has actor role Forschung_Dokumentation (ar_forschung_dokumentation),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (matthias_kohler)-[:HAT_AKTEURROLLE]->(ar_forschung_dokumentation:Akteurrolle name='Forschung_Dokumentation'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188236681,rel
EP01-rel-00846,rel,r_matthias_kohler__HAT_AKTEURROLLE__ar_reuse_zirkularitaetsberatung,matthias_kohler,ar_reuse_zirkularitaetsberatung,HAT_AKTEURROLLE,Matthias Kohler (matthias_kohler) has actor role Reuse_Zirkularitaetsberatung (ar_reuse_zirkularitaetsberatung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (matthias_kohler)-[:HAT_AKTEURROLLE]->(ar_reuse_zirkularitaetsberatung:Akteurrolle name='Reuse_Zirkularitaetsberatung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159779158629292425,rel
EP01-rel-00847,rel,r_matthias_neitsch__HAT_AKTEURROLLE__ar_bildung_wissenstransfer,matthias_neitsch,ar_bildung_wissenstransfer,HAT_AKTEURROLLE,Matthias Neitsch (matthias_neitsch) has actor role Bildung_Wissenstransfer (ar_bildung_wissenstransfer),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (matthias_neitsch)-[:HAT_AKTEURROLLE]->(ar_bildung_wissenstransfer:Akteurrolle name='Bildung_Wissenstransfer'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155275559001922032,rel
EP01-rel-00848,rel,r_matthias_neitsch__HAT_AKTEURROLLE__ar_materiallieferung_markt,matthias_neitsch,ar_materiallieferung_markt,HAT_AKTEURROLLE,Matthias Neitsch (matthias_neitsch) has actor role Materiallieferung_Markt (ar_materiallieferung_markt),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (matthias_neitsch)-[:HAT_AKTEURROLLE]->(ar_materiallieferung_markt:Akteurrolle name='Materiallieferung_Markt'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188236784,rel
EP01-rel-00849,rel,r_matthias_neitsch__HAT_AKTEURROLLE__ar_reuse_zirkularitaetsberatung,matthias_neitsch,ar_reuse_zirkularitaetsberatung,HAT_AKTEURROLLE,Matthias Neitsch (matthias_neitsch) has actor role Reuse_Zirkularitaetsberatung (ar_reuse_zirkularitaetsberatung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (matthias_neitsch)-[:HAT_AKTEURROLLE]->(ar_reuse_zirkularitaetsberatung:Akteurrolle name='Reuse_Zirkularitaetsberatung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815607280,rel
EP01-rel-00850,rel,r_maurer_united__HAT_AKTEURROLLE__ar_entwurf_planung,maurer_united,ar_entwurf_planung,HAT_AKTEURROLLE,Maurer United (maurer_united) has actor role Entwurf_Planung (ar_entwurf_planung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (maurer_united)-[:HAT_AKTEURROLLE]->(ar_entwurf_planung:Akteurrolle name='Entwurf_Planung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7063998270112012294,rel
EP01-rel-00851,rel,r_maximilian_stemmler__HAT_AKTEURROLLE__ar_bauausfuehrung_fertigung,maximilian_stemmler,ar_bauausfuehrung_fertigung,HAT_AKTEURROLLE,Maximilian Stemmler (maximilian_stemmler) has actor role Bauausfuehrung_Fertigung (ar_bauausfuehrung_fertigung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (maximilian_stemmler)-[:HAT_AKTEURROLLE]->(ar_bauausfuehrung_fertigung:Akteurrolle name='Bauausfuehrung_Fertigung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159779158629292236,rel
EP01-rel-00852,rel,r_maximilian_stemmler__HAT_AKTEURROLLE__ar_entwurf_planung,maximilian_stemmler,ar_entwurf_planung,HAT_AKTEURROLLE,Maximilian Stemmler (maximilian_stemmler) has actor role Entwurf_Planung (ar_entwurf_planung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (maximilian_stemmler)-[:HAT_AKTEURROLLE]->(ar_entwurf_planung:Akteurrolle name='Entwurf_Planung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188236492,rel
EP01-rel-00853,rel,r_maximilian_stemmler__HAT_AKTEURROLLE__ar_forschung_dokumentation,maximilian_stemmler,ar_forschung_dokumentation,HAT_AKTEURROLLE,Maximilian Stemmler (maximilian_stemmler) has actor role Forschung_Dokumentation (ar_forschung_dokumentation),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (maximilian_stemmler)-[:HAT_AKTEURROLLE]->(ar_forschung_dokumentation:Akteurrolle name='Forschung_Dokumentation'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815606988,rel
EP01-rel-00854,rel,r_mclaren_construction__HAT_AKTEURROLLE__ar_bauausfuehrung_fertigung,mclaren_construction,ar_bauausfuehrung_fertigung,HAT_AKTEURROLLE,McLaren Construction (mclaren_construction) has actor role Bauausfuehrung_Fertigung (ar_bauausfuehrung_fertigung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (mclaren_construction)-[:HAT_AKTEURROLLE]->(ar_bauausfuehrung_fertigung:Akteurrolle name='Bauausfuehrung_Fertigung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6964919078309861384,rel
EP01-rel-00855,rel,r_mclaren_construction__HAT_AKTEURROLLE__ar_rueckbau_bauteilernte_logistik,mclaren_construction,ar_rueckbau_bauteilernte_logistik,HAT_AKTEURROLLE,McLaren Construction (mclaren_construction) has actor role Rueckbau_Bauteilernte_Logistik (ar_rueckbau_bauteilernte_logistik),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (mclaren_construction)-[:HAT_AKTEURROLLE]->(ar_rueckbau_bauteilernte_logistik:Akteurrolle name='Rueckbau_Bauteilernte_Logistik'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6926638481477212169,rel
EP01-rel-00856,rel,r_mears_group__HAT_AKTEURROLLE__ar_bauausfuehrung_fertigung,mears_group,ar_bauausfuehrung_fertigung,HAT_AKTEURROLLE,Mears Group (mears_group) has actor role Bauausfuehrung_Fertigung (ar_bauausfuehrung_fertigung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (mears_group)-[:HAT_AKTEURROLLE]->(ar_bauausfuehrung_fertigung:Akteurrolle name='Bauausfuehrung_Fertigung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6951408279427749896,rel
EP01-rel-00857,rel,r_meduni_wien__HAT_AKTEURROLLE__ar_betrieb_nutzung,meduni_wien,ar_betrieb_nutzung,HAT_AKTEURROLLE,MedUni Wien (meduni_wien) has actor role Betrieb_Nutzung (ar_betrieb_nutzung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (meduni_wien)-[:HAT_AKTEURROLLE]->(ar_betrieb_nutzung:Akteurrolle name='Betrieb_Nutzung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188230731,rel
EP01-rel-00858,rel,r_meili_partner__HAT_AKTEURROLLE__ar_projektmanagement_koordination,meili_partner,ar_projektmanagement_koordination,HAT_AKTEURROLLE,Meili Partner Baumanagement (meili_partner) has actor role Projektmanagement_Koordination (ar_projektmanagement_koordination),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (meili_partner)-[:HAT_AKTEURROLLE]->(ar_projektmanagement_koordination:Akteurrolle name='Projektmanagement_Koordination'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188235530,rel
EP01-rel-00859,rel,r_meinhard_von_gerkan__HAT_AKTEURROLLE__ar_entwurf_planung,meinhard_von_gerkan,ar_entwurf_planung,HAT_AKTEURROLLE,Meinhard von Gerkan (meinhard_von_gerkan) has actor role Entwurf_Planung (ar_entwurf_planung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (meinhard_von_gerkan)-[:HAT_AKTEURROLLE]->(ar_entwurf_planung:Akteurrolle name='Entwurf_Planung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6940149280359323654,rel
EP01-rel-00860,rel,r_melanie_devret__HAT_AKTEURROLLE__ar_entwurf_planung,melanie_devret,ar_entwurf_planung,HAT_AKTEURROLLE,Mélanie Devret (melanie_devret) has actor role Entwurf_Planung (ar_entwurf_planung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (melanie_devret)-[:HAT_AKTEURROLLE]->(ar_entwurf_planung:Akteurrolle name='Entwurf_Planung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155275559001920406,rel
EP01-rel-00861,rel,r_metabolisme_urbain__HAT_AKTEURROLLE__ar_materiallieferung_markt,metabolisme_urbain,ar_materiallieferung_markt,HAT_AKTEURROLLE,Métabolisme Urbain (metabolisme_urbain) has actor role Materiallieferung_Markt (ar_materiallieferung_markt),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (metabolisme_urbain)-[:HAT_AKTEURROLLE]->(ar_materiallieferung_markt:Akteurrolle name='Materiallieferung_Markt'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7003199675142510602,rel
EP01-rel-00862,rel,r_metabolisme_urbain__HAT_AKTEURROLLE__ar_reuse_zirkularitaetsberatung,metabolisme_urbain,ar_reuse_zirkularitaetsberatung,HAT_AKTEURROLLE,Métabolisme Urbain (metabolisme_urbain) has actor role Reuse_Zirkularitaetsberatung (ar_reuse_zirkularitaetsberatung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (metabolisme_urbain)-[:HAT_AKTEURROLLE]->(ar_reuse_zirkularitaetsberatung:Akteurrolle name='Reuse_Zirkularitaetsberatung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6982933476819343371,rel
EP01-rel-00863,rel,r_metso_oyj__HAT_AKTEURROLLE__ar_bauherr_auftraggeber,metso_oyj,ar_bauherr_auftraggeber,HAT_AKTEURROLLE,Metso Oyj (metso_oyj) has actor role Bauherr_Auftraggeber (ar_bauherr_auftraggeber),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (metso_oyj)-[:HAT_AKTEURROLLE]->(ar_bauherr_auftraggeber:Akteurrolle name='Bauherr_Auftraggeber'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188235562,rel
EP01-rel-00864,rel,r_metso_oyj__HAT_AKTEURROLLE__ar_betrieb_nutzung,metso_oyj,ar_betrieb_nutzung,HAT_AKTEURROLLE,Metso Oyj (metso_oyj) has actor role Betrieb_Nutzung (ar_betrieb_nutzung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (metso_oyj)-[:HAT_AKTEURROLLE]->(ar_betrieb_nutzung:Akteurrolle name='Betrieb_Nutzung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6953660079241435149,rel
EP01-rel-00865,rel,r_michael_ghyoot__HAT_AKTEURROLLE__ar_fachplanung_nachweis,michael_ghyoot,ar_fachplanung_nachweis,HAT_AKTEURROLLE,Michaël Ghyoot (michael_ghyoot) has actor role Fachplanung_Nachweis (ar_fachplanung_nachweis),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (michael_ghyoot)-[:HAT_AKTEURROLLE]->(ar_fachplanung_nachweis:Akteurrolle name='Fachplanung_Nachweis'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162030958442977715,rel
EP01-rel-00866,rel,r_michael_ghyoot__HAT_AKTEURROLLE__ar_forschung_dokumentation,michael_ghyoot,ar_forschung_dokumentation,HAT_AKTEURROLLE,Michaël Ghyoot (michael_ghyoot) has actor role Forschung_Dokumentation (ar_forschung_dokumentation),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (michael_ghyoot)-[:HAT_AKTEURROLLE]->(ar_forschung_dokumentation:Akteurrolle name='Forschung_Dokumentation'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159779158629292467,rel
EP01-rel-00867,rel,r_michael_ghyoot__HAT_AKTEURROLLE__ar_materiallieferung_markt,michael_ghyoot,ar_materiallieferung_markt,HAT_AKTEURROLLE,Michaël Ghyoot (michael_ghyoot) has actor role Materiallieferung_Markt (ar_materiallieferung_markt),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (michael_ghyoot)-[:HAT_AKTEURROLLE]->(ar_materiallieferung_markt:Akteurrolle name='Materiallieferung_Markt'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188236723,rel
