claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,coverage_level,graph_element_id
EP03-0531,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512264,bg_stahlbeton_mehrere_schildow_zugeschnittene_wbs70_betonfertigteile,bt_wand,HAT_BAUTEILTYP,bg_stahlbeton_mehrere_schildow_zugeschnittene_wbs70_betonfertigteile -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_stahlbeton_mehrere_schildow_zugeschnittene_wbs70_betonfertigteile -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512264
EP03-0532,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141663,bg_stahlbeton_treppe_haus_hos,bt_treppe,HAT_BAUTEILTYP,bg_stahlbeton_treppe_haus_hos -HAT_BAUTEILTYP-> Treppe,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_stahlbeton_treppe_haus_hos -HAT_BAUTEILTYP-> bt_treppe (Treppe); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141663
EP03-0533,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141561,bg_stahlbeton_wand_broethen_p2_wandplatten,bt_wand,HAT_BAUTEILTYP,bg_stahlbeton_wand_broethen_p2_wandplatten -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_stahlbeton_wand_broethen_p2_wandplatten -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141561
EP03-0534,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141664,bg_stahlbeton_wand_haus_hos_elements,bt_wand,HAT_BAUTEILTYP,bg_stahlbeton_wand_haus_hos_elements -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_stahlbeton_wand_haus_hos_elements -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141664
EP03-0535,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141726,bg_stahlbeton_wand_mehrow_wbs70_slabs,bt_wand,HAT_BAUTEILTYP,bg_stahlbeton_wand_mehrow_wbs70_slabs -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_stahlbeton_wand_mehrow_wbs70_slabs -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141726
EP03-0536,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141555,bg_textil_daemmung_brighton_denim,bt_daemmung,HAT_BAUTEILTYP,bg_textil_daemmung_brighton_denim -HAT_BAUTEILTYP-> Daemmung,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_textil_daemmung_brighton_denim -HAT_BAUTEILTYP-> bt_daemmung (Daemmung); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141555
EP03-0537,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141673,bg_textil_mehrere_impact_recycled_felt_panels,bt_ausbau,HAT_BAUTEILTYP,bg_textil_mehrere_impact_recycled_felt_panels -HAT_BAUTEILTYP-> Ausbau,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_textil_mehrere_impact_recycled_felt_panels -HAT_BAUTEILTYP-> bt_ausbau (Ausbau); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141673
EP03-0538,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826921,bg_textil_mehrere_impact_recycled_felt_panels,bt_technik,HAT_BAUTEILTYP,bg_textil_mehrere_impact_recycled_felt_panels -HAT_BAUTEILTYP-> Technik,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_textil_mehrere_impact_recycled_felt_panels -HAT_BAUTEILTYP-> bt_technik (Technik); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826921
EP03-0539,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141946,bg_textil_wand_circl_clothing_felt,bt_wand,HAT_BAUTEILTYP,bg_textil_wand_circl_clothing_felt -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_textil_wand_circl_clothing_felt -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141946
EP03-0540,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141796,bg_unbekannt_fassade_trae_aarhus_windturbine_sonnenschutz,bt_fassade,HAT_BAUTEILTYP,bg_unbekannt_fassade_trae_aarhus_windturbine_sonnenschutz -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_unbekannt_fassade_trae_aarhus_windturbine_sonnenschutz -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141796
EP03-0541,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141576,bg_unbekannt_technik_chiro_luminaires,bt_technik,HAT_BAUTEILTYP,bg_unbekannt_technik_chiro_luminaires -HAT_BAUTEILTYP-> Technik,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_unbekannt_technik_chiro_luminaires -HAT_BAUTEILTYP-> bt_technik (Technik); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141576
EP03-0542,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141594,bg_unbekannt_technik_circular_pavilion_lights,bt_technik,HAT_BAUTEILTYP,bg_unbekannt_technik_circular_pavilion_lights -HAT_BAUTEILTYP-> Technik,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_unbekannt_technik_circular_pavilion_lights -HAT_BAUTEILTYP-> bt_technik (Technik); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141594
EP03-0543,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141932,bg_verbundstoff_decke_umar_lindner_ceiling,bt_decke,HAT_BAUTEILTYP,bg_verbundstoff_decke_umar_lindner_ceiling -HAT_BAUTEILTYP-> Decke,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_verbundstoff_decke_umar_lindner_ceiling -HAT_BAUTEILTYP-> bt_decke (Decke); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141932
EP03-0544,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141577,bg_ziegel_dach_chiro_tiles,bt_dach,HAT_BAUTEILTYP,bg_ziegel_dach_chiro_tiles -HAT_BAUTEILTYP-> Dach,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_dach_chiro_tiles -HAT_BAUTEILTYP-> bt_dach (Dach); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141577
EP03-0545,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141534,bg_ziegel_fassade_biopartner_5_abbruchschutt_gruene,bt_fassade,HAT_BAUTEILTYP,bg_ziegel_fassade_biopartner_5_abbruchschutt_gruene -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_fassade_biopartner_5_abbruchschutt_gruene -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141534
EP03-0546,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141574,bg_ziegel_mehrere_chiro_facade,bt_fassade,HAT_BAUTEILTYP,bg_ziegel_mehrere_chiro_facade -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_chiro_facade -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141574
EP03-0547,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826822,bg_ziegel_mehrere_chiro_facade,bt_wand,HAT_BAUTEILTYP,bg_ziegel_mehrere_chiro_facade -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_chiro_facade -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826822
EP03-0548,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141626,bg_ziegel_mehrere_gjg_curved_shell,bt_fassade,HAT_BAUTEILTYP,bg_ziegel_mehrere_gjg_curved_shell -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_gjg_curved_shell -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141626
EP03-0549,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826874,bg_ziegel_mehrere_gjg_curved_shell,bt_wand,HAT_BAUTEILTYP,bg_ziegel_mehrere_gjg_curved_shell -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_gjg_curved_shell -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826874
EP03-0550,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141668,bg_ziegel_mehrere_holbein_stone,bt_fassade,HAT_BAUTEILTYP,bg_ziegel_mehrere_holbein_stone -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_holbein_stone -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141668
EP03-0551,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826916,bg_ziegel_mehrere_holbein_stone,bt_wand,HAT_BAUTEILTYP,bg_ziegel_mehrere_holbein_stone -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_holbein_stone -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826916
EP03-0552,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141675,bg_ziegel_mehrere_impact_reception,bt_ausbau,HAT_BAUTEILTYP,bg_ziegel_mehrere_impact_reception -HAT_BAUTEILTYP-> Ausbau,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_impact_reception -HAT_BAUTEILTYP-> bt_ausbau (Ausbau); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141675
EP03-0553,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826923,bg_ziegel_mehrere_impact_reception,bt_wand,HAT_BAUTEILTYP,bg_ziegel_mehrere_impact_reception -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_impact_reception -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826923
EP03-0554,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141705,bg_ziegel_mehrere_lo_reninge_facade,bt_fassade,HAT_BAUTEILTYP,bg_ziegel_mehrere_lo_reninge_facade -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_lo_reninge_facade -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141705
EP03-0555,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826953,bg_ziegel_mehrere_lo_reninge_facade,bt_wand,HAT_BAUTEILTYP,bg_ziegel_mehrere_lo_reninge_facade -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_lo_reninge_facade -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826953
EP03-0556,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141719,bg_ziegel_mehrere_maison_dna_outer_walls,bt_fassade,HAT_BAUTEILTYP,bg_ziegel_mehrere_maison_dna_outer_walls -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_maison_dna_outer_walls -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141719
EP03-0557,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826967,bg_ziegel_mehrere_maison_dna_outer_walls,bt_wand,HAT_BAUTEILTYP,bg_ziegel_mehrere_maison_dna_outer_walls -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_maison_dna_outer_walls -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826967
EP03-0558,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141721,bg_ziegel_mehrere_maison_vignette_facade_claustra,bt_fassade,HAT_BAUTEILTYP,bg_ziegel_mehrere_maison_vignette_facade_claustra -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_maison_vignette_facade_claustra -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141721
EP03-0559,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826969,bg_ziegel_mehrere_maison_vignette_facade_claustra,bt_wand,HAT_BAUTEILTYP,bg_ziegel_mehrere_maison_vignette_facade_claustra -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_maison_vignette_facade_claustra -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826969
EP03-0560,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141740,bg_ziegel_mehrere_musef_facade,bt_fassade,HAT_BAUTEILTYP,bg_ziegel_mehrere_musef_facade -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_musef_facade -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141740
EP03-0561,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826988,bg_ziegel_mehrere_musef_facade,bt_wand,HAT_BAUTEILTYP,bg_ziegel_mehrere_musef_facade -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_musef_facade -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826988
EP03-0562,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141813,bg_ziegel_mehrere_resource_rows_ziegelfassade,bt_fassade,HAT_BAUTEILTYP,bg_ziegel_mehrere_resource_rows_ziegelfassade -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_resource_rows_ziegelfassade -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141813
EP03-0563,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827061,bg_ziegel_mehrere_resource_rows_ziegelfassade,bt_wand,HAT_BAUTEILTYP,bg_ziegel_mehrere_resource_rows_ziegelfassade -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_resource_rows_ziegelfassade -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827061
EP03-0564,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141779,bg_ziegel_mehrere_svanen,bt_fassade,HAT_BAUTEILTYP,bg_ziegel_mehrere_svanen -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_ziegel_mehrere_svanen -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141779
