"final_status","final_role","entity","id","title","origin_group","migration_status","came_from","final_path","current_path"
"include_final","core entity","datenpunkt","Lycee_Michel_Lucius_Conversion_Luxembourg__005__wiederverwendete_Pflasterplatten","wiederverwendete Pflasterplatten - Lycée Michel Lucius Conversion, Luxembourg — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","_database/datenpunkt/Lycee_Michel_Lucius_Conversion_Luxembourg__005__wiederverwendete_Pflasterplatten/index.md",".\_graph\datenpunkt\Lycee_Michel_Lucius_Conversion_Luxembourg__005__wiederverwendete_Pflasterplatten\index.md"
"include_final","core entity","datenpunkt","Lycee_Michel_Lucius_Conversion_Luxembourg__006__wiederverwendete_Fertigbetonelemente","wiederverwendete Fertigbetonelemente - Lycée Michel Lucius Conversion, Luxembourg — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","_database/datenpunkt/Lycee_Michel_Lucius_Conversion_Luxembourg__006__wiederverwendete_Fertigbetonelemente/index.md",".\_graph\datenpunkt\Lycee_Michel_Lucius_Conversion_Luxembourg__006__wiederverwendete_Fertigbetonelemente\index.md"
"include_final","core entity","datenpunkt","Lycee_Michel_Lucius_Conversion_Luxembourg__007__Fl_che_Projektgr_e","Fläche / Projektgröße - Lycée Michel Lucius Conversion, Luxembourg — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","_database/datenpunkt/Lycee_Michel_Lucius_Conversion_Luxembourg__007__Fl_che_Projektgr_e/index.md",".\_graph\datenpunkt\Lycee_Michel_Lucius_Conversion_Luxembourg__007__Fl_che_Projektgr_e\index.md"
"include_final","core entity","datenpunkt","Lycee_Michel_Lucius_Conversion_Luxembourg__008__Kosten","Kosten - Lycée Michel Lucius Conversion, Luxembourg — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","_database/datenpunkt/Lycee_Michel_Lucius_Conversion_Luxembourg__008__Kosten/index.md",".\_graph\datenpunkt\Lycee_Michel_Lucius_Conversion_Luxembourg__008__Kosten\index.md"
"include_final","core entity","datenpunkt","Lycee_Michel_Lucius_Conversion_Luxembourg__009__Bauzeit","Bauzeit - Lycée Michel Lucius Conversion, Luxembourg — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","_database/datenpunkt/Lycee_Michel_Lucius_Conversion_Luxembourg__009__Bauzeit/index.md",".\_graph\datenpunkt\Lycee_Michel_Lucius_Conversion_Luxembourg__009__Bauzeit\index.md"
"include_final","core entity","datenpunkt","Lycee_Michel_Lucius_Conversion_Luxembourg__010__Planungszeit","Planungszeit - Lycée Michel Lucius Conversion, Luxembourg — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","_database/datenpunkt/Lycee_Michel_Lucius_Conversion_Luxembourg__010__Planungszeit/index.md",".\_graph\datenpunkt\Lycee_Michel_Lucius_Conversion_Luxembourg__010__Planungszeit\index.md"
"include_final","core entity","datenpunkt","Lycee_Michel_Lucius_Conversion_Luxembourg__011__CO_Einsparung","CO₂-Einsparung - Lycée Michel Lucius Conversion, Luxembourg — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","_database/datenpunkt/Lycee_Michel_Lucius_Conversion_Luxembourg__011__CO_Einsparung/index.md",".\_graph\datenpunkt\Lycee_Michel_Lucius_Conversion_Luxembourg__011__CO_Einsparung\index.md"
"include_final","core entity","datenpunkt","Lycee_Michel_Lucius_Conversion_Luxembourg__012__Abfallvermeidung","Abfallvermeidung - Lycée Michel Lucius Conversion, Luxembourg — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","_database/datenpunkt/Lycee_Michel_Lucius_Conversion_Luxembourg__012__Abfallvermeidung/index.md",".\_graph\datenpunkt\Lycee_Michel_Lucius_Conversion_Luxembourg__012__Abfallvermeidung\index.md"
"include_final","core entity","datenpunkt","Lycee_Michel_Lucius_Conversion_Luxembourg__013__RC_Zuschlag","RC-Zuschlag - Lycée Michel Lucius Conversion, Luxembourg — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","_database/datenpunkt/Lycee_Michel_Lucius_Conversion_Luxembourg__013__RC_Zuschlag/index.md",".\_graph\datenpunkt\Lycee_Michel_Lucius_Conversion_Luxembourg__013__RC_Zuschlag\index.md"
"include_final","core entity","datenpunkt","Maison_DnA_Asse__003__Fl_che","Fläche - Maison DnA / dnA House, Asse — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Maison_DnA_Asse.md","_database/datenpunkt/Maison_DnA_Asse__003__Fl_che/index.md",".\_graph\datenpunkt\Maison_DnA_Asse__003__Fl_che\index.md"
"include_final","core entity","datenpunkt","Maison_Vignette_Auderghem__001__wiederverwendete_Ziegel","wiederverwendete Ziegel - Maison Vignette, Auderghem – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Maison_Vignette_Auderghem.md","_database/datenpunkt/Maison_Vignette_Auderghem__001__wiederverwendete_Ziegel/index.md",".\_graph\datenpunkt\Maison_Vignette_Auderghem__001__wiederverwendete_Ziegel\index.md"
"include_final","core entity","datenpunkt","Maison_Vignette_Auderghem__002__wiederverwendete_Ziegelfl_che","wiederverwendete Ziegelfläche - Maison Vignette, Auderghem – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Maison_Vignette_Auderghem.md","_database/datenpunkt/Maison_Vignette_Auderghem__002__wiederverwendete_Ziegelfl_che/index.md",".\_graph\datenpunkt\Maison_Vignette_Auderghem__002__wiederverwendete_Ziegelfl_che\index.md"
"include_final","core entity","datenpunkt","Maison_Vignette_Auderghem__003__Wandfliesen_Reuse","Wandfliesen Reuse - Maison Vignette, Auderghem – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Maison_Vignette_Auderghem.md","_database/datenpunkt/Maison_Vignette_Auderghem__003__Wandfliesen_Reuse/index.md",".\_graph\datenpunkt\Maison_Vignette_Auderghem__003__Wandfliesen_Reuse\index.md"
"include_final","core entity","datenpunkt","Maison_Vignette_Auderghem__004__Bodenfliesen_Reuse","Bodenfliesen Reuse - Maison Vignette, Auderghem – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Maison_Vignette_Auderghem.md","_database/datenpunkt/Maison_Vignette_Auderghem__004__Bodenfliesen_Reuse/index.md",".\_graph\datenpunkt\Maison_Vignette_Auderghem__004__Bodenfliesen_Reuse\index.md"
"include_final","core entity","datenpunkt","Maison_Vignette_Auderghem__005__Blausteinplatten_Reuse","Blausteinplatten Reuse - Maison Vignette, Auderghem – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Maison_Vignette_Auderghem.md","_database/datenpunkt/Maison_Vignette_Auderghem__005__Blausteinplatten_Reuse/index.md",".\_graph\datenpunkt\Maison_Vignette_Auderghem__005__Blausteinplatten_Reuse\index.md"
"include_final","core entity","datenpunkt","Maison_Vignette_Auderghem__006__Fl_che","Fläche - Maison Vignette, Auderghem – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Maison_Vignette_Auderghem.md","_database/datenpunkt/Maison_Vignette_Auderghem__006__Fl_che/index.md",".\_graph\datenpunkt\Maison_Vignette_Auderghem__006__Fl_che\index.md"
"include_final","core entity","datenpunkt","Maison_Vignette_Auderghem__007__Fl_che_alternative_Quelle","Fläche alternative Quelle - Maison Vignette, Auderghem – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Maison_Vignette_Auderghem.md","_database/datenpunkt/Maison_Vignette_Auderghem__007__Fl_che_alternative_Quelle/index.md",".\_graph\datenpunkt\Maison_Vignette_Auderghem__007__Fl_che_alternative_Quelle\index.md"
"include_final","core entity","datenpunkt","Maison_Vignette_Auderghem__008__Projektzeitraum","Projektzeitraum - Maison Vignette, Auderghem – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Maison_Vignette_Auderghem.md","_database/datenpunkt/Maison_Vignette_Auderghem__008__Projektzeitraum/index.md",".\_graph\datenpunkt\Maison_Vignette_Auderghem__008__Projektzeitraum\index.md"
"include_final","core entity","datenpunkt","Mehrow_Pilot_House__001__Wandplatten_wiederverwendet","Wandplatten wiederverwendet - Mehrow Pilot House — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Mehrow_Pilot_House.md","_database/datenpunkt/Mehrow_Pilot_House__001__Wandplatten_wiederverwendet/index.md",".\_graph\datenpunkt\Mehrow_Pilot_House__001__Wandplatten_wiederverwendet\index.md"
"include_final","core entity","datenpunkt","Mehrow_Pilot_House__002__Deckenplatten_wiederverwendet","Deckenplatten wiederverwendet - Mehrow Pilot House — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Mehrow_Pilot_House.md","_database/datenpunkt/Mehrow_Pilot_House__002__Deckenplatten_wiederverwendet/index.md",".\_graph\datenpunkt\Mehrow_Pilot_House__002__Deckenplatten_wiederverwendet\index.md"
"include_final","core entity","datenpunkt","Mehrow_Pilot_House__003__Bauteile_gesamt","Bauteile gesamt - Mehrow Pilot House — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Mehrow_Pilot_House.md","_database/datenpunkt/Mehrow_Pilot_House__003__Bauteile_gesamt/index.md",".\_graph\datenpunkt\Mehrow_Pilot_House__003__Bauteile_gesamt\index.md"
"include_final","core entity","datenpunkt","Mehrow_Pilot_House__004__Betonvolumen","Betonvolumen - Mehrow Pilot House — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Mehrow_Pilot_House.md","_database/datenpunkt/Mehrow_Pilot_House__004__Betonvolumen/index.md",".\_graph\datenpunkt\Mehrow_Pilot_House__004__Betonvolumen\index.md"
"include_final","core entity","datenpunkt","Mehrow_Pilot_House__005__Fl_che","Fläche - Mehrow Pilot House — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Mehrow_Pilot_House.md","_database/datenpunkt/Mehrow_Pilot_House__005__Fl_che/index.md",".\_graph\datenpunkt\Mehrow_Pilot_House__005__Fl_che\index.md"
"include_final","core entity","datenpunkt","Mehrow_Pilot_House__006__Distanz_Spender_Empf_nger","Distanz Spender–Empfänger - Mehrow Pilot House — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Mehrow_Pilot_House.md","_database/datenpunkt/Mehrow_Pilot_House__006__Distanz_Spender_Empf_nger/index.md",".\_graph\datenpunkt\Mehrow_Pilot_House__006__Distanz_Spender_Empf_nger\index.md"
"include_final","core entity","datenpunkt","Mehrow_Pilot_House__007__Bauteilalter","Bauteilalter - Mehrow Pilot House — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Mehrow_Pilot_House.md","_database/datenpunkt/Mehrow_Pilot_House__007__Bauteilalter/index.md",".\_graph\datenpunkt\Mehrow_Pilot_House__007__Bauteilalter\index.md"
"include_final","core entity","datenpunkt","Mehrow_Pilot_House__008__Baujahr_Start","Baujahr / Start - Mehrow Pilot House — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Mehrow_Pilot_House.md","_database/datenpunkt/Mehrow_Pilot_House__008__Baujahr_Start/index.md",".\_graph\datenpunkt\Mehrow_Pilot_House__008__Baujahr_Start\index.md"
"include_final","core entity","datenpunkt","Mehrow_Pilot_House__009__Baukosten","Baukosten - Mehrow Pilot House — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Mehrow_Pilot_House.md","_database/datenpunkt/Mehrow_Pilot_House__009__Baukosten/index.md",".\_graph\datenpunkt\Mehrow_Pilot_House__009__Baukosten\index.md"
"include_final","core entity","datenpunkt","Mehrow_Pilot_House__010__Vergleichswert_Baukosten","Vergleichswert Baukosten - Mehrow Pilot House — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Mehrow_Pilot_House.md","_database/datenpunkt/Mehrow_Pilot_House__010__Vergleichswert_Baukosten/index.md",".\_graph\datenpunkt\Mehrow_Pilot_House__010__Vergleichswert_Baukosten\index.md"
"include_final","core entity","datenpunkt","Mehrow_Pilot_House__011__Kostenwirkung_PRECS","Kostenwirkung PRECS - Mehrow Pilot House — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Mehrow_Pilot_House.md","_database/datenpunkt/Mehrow_Pilot_House__011__Kostenwirkung_PRECS/index.md",".\_graph\datenpunkt\Mehrow_Pilot_House__011__Kostenwirkung_PRECS\index.md"
"include_final","core entity","datenpunkt","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__001__wiederverwendete_Hohlk_rperdecken","wiederverwendete Hohlkörperdecken - Melkinlaituri Primary School and Day-care Centre, Helsinki — Fallstudie Wiederverwendung / Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","_database/datenpunkt/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__001__wiederverwendete_Hohlk_rperdecken/index.md",".\_graph\datenpunkt\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__001__wiederverwendete_Hohlk_rperdecken\index.md"
"include_final","core entity","datenpunkt","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__002__wiederverwendete_Fl_che","wiederverwendete Fläche - Melkinlaituri Primary School and Day-care Centre, Helsinki — Fallstudie Wiederverwendung / Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","_database/datenpunkt/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__002__wiederverwendete_Fl_che/index.md",".\_graph\datenpunkt\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__002__wiederverwendete_Fl_che\index.md"
"include_final","core entity","datenpunkt","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__003__wiederverwendete_Fl_che_alternative_Quelle","wiederverwendete Fläche, alternative Quelle - Melkinlaituri Primary School and Day-care Centre, Helsinki — Fallstudie Wiederverwendung / Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","_database/datenpunkt/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__003__wiederverwendete_Fl_che_alternative_Quelle/index.md",".\_graph\datenpunkt\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__003__wiederverwendete_Fl_che_alternative_Quelle\index.md"
"include_final","core entity","datenpunkt","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__004__Donor_Baujahr","Donor-Baujahr - Melkinlaituri Primary School and Day-care Centre, Helsinki — Fallstudie Wiederverwendung / Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","_database/datenpunkt/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__004__Donor_Baujahr/index.md",".\_graph\datenpunkt\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__004__Donor_Baujahr\index.md"
"include_final","core entity","datenpunkt","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__005__Refurbishment","Refurbishment - Melkinlaituri Primary School and Day-care Centre, Helsinki — Fallstudie Wiederverwendung / Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","_database/datenpunkt/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__005__Refurbishment/index.md",".\_graph\datenpunkt\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__005__Refurbishment\index.md"
"include_final","core entity","datenpunkt","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__006__Einbau","Einbau - Melkinlaituri Primary School and Day-care Centre, Helsinki — Fallstudie Wiederverwendung / Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","_database/datenpunkt/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__006__Einbau/index.md",".\_graph\datenpunkt\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__006__Einbau\index.md"
"include_final","core entity","datenpunkt","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__007__Fertigstellung_Schulr_ume","Fertigstellung Schulräume - Melkinlaituri Primary School and Day-care Centre, Helsinki — Fallstudie Wiederverwendung / Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","_database/datenpunkt/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__007__Fertigstellung_Schulr_ume/index.md",".\_graph\datenpunkt\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__007__Fertigstellung_Schulr_ume\index.md"
"include_final","core entity","datenpunkt","Montessori_Maassluis__001__Entwurf","Entwurf - Montessori Maassluis — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Montessori_Maassluis.md","_database/datenpunkt/Montessori_Maassluis__001__Entwurf/index.md",".\_graph\datenpunkt\Montessori_Maassluis__001__Entwurf\index.md"
"include_final","core entity","datenpunkt","Montessori_Maassluis__002__Bauvertrag_unterzeichnet","Bauvertrag unterzeichnet - Montessori Maassluis — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Montessori_Maassluis.md","_database/datenpunkt/Montessori_Maassluis__002__Bauvertrag_unterzeichnet/index.md",".\_graph\datenpunkt\Montessori_Maassluis__002__Bauvertrag_unterzeichnet\index.md"
"include_final","core entity","datenpunkt","Montessori_Maassluis__003__geplante_Fertigstellung","geplante Fertigstellung - Montessori Maassluis — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Montessori_Maassluis.md","_database/datenpunkt/Montessori_Maassluis__003__geplante_Fertigstellung/index.md",".\_graph\datenpunkt\Montessori_Maassluis__003__geplante_Fertigstellung\index.md"
"include_final","core entity","datenpunkt","Montessori_Maassluis__004__geplante_Nutzung","geplante Nutzung - Montessori Maassluis — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Montessori_Maassluis.md","_database/datenpunkt/Montessori_Maassluis__004__geplante_Nutzung/index.md",".\_graph\datenpunkt\Montessori_Maassluis__004__geplante_Nutzung\index.md"
"include_final","core entity","datenpunkt","Montessori_Maassluis__005__Fl_che_laut_News","Fläche laut News - Montessori Maassluis — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Montessori_Maassluis.md","_database/datenpunkt/Montessori_Maassluis__005__Fl_che_laut_News/index.md",".\_graph\datenpunkt\Montessori_Maassluis__005__Fl_che_laut_News\index.md"
"include_final","core entity","datenpunkt","Montessori_Maassluis__006__Fl_che_laut_Projektseite","Fläche laut Projektseite - Montessori Maassluis — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Montessori_Maassluis.md","_database/datenpunkt/Montessori_Maassluis__006__Fl_che_laut_Projektseite/index.md",".\_graph\datenpunkt\Montessori_Maassluis__006__Fl_che_laut_Projektseite\index.md"
"include_final","core entity","datenpunkt","Montessori_Maassluis__007__Unterrichtsgruppen","Unterrichtsgruppen - Montessori Maassluis — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Montessori_Maassluis.md","_database/datenpunkt/Montessori_Maassluis__007__Unterrichtsgruppen/index.md",".\_graph\datenpunkt\Montessori_Maassluis__007__Unterrichtsgruppen\index.md"
"include_final","core entity","datenpunkt","Montessori_Maassluis__008__geplante_Lebensdauer","geplante Lebensdauer - Montessori Maassluis — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Montessori_Maassluis.md","_database/datenpunkt/Montessori_Maassluis__008__geplante_Lebensdauer/index.md",".\_graph\datenpunkt\Montessori_Maassluis__008__geplante_Lebensdauer\index.md"
"include_final","core entity","datenpunkt","Multi_Brussels_Reuse_in_MULTI__001__Fl_che","Fläche - Multi Brussels / Reuse in MULTI – Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","_database/datenpunkt/Multi_Brussels_Reuse_in_MULTI__001__Fl_che/index.md",".\_graph\datenpunkt\Multi_Brussels_Reuse_in_MULTI__001__Fl_che\index.md"
"include_final","core entity","datenpunkt","Multi_Brussels_Reuse_in_MULTI__002__Fl_che","Fläche - Multi Brussels / Reuse in MULTI – Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","_database/datenpunkt/Multi_Brussels_Reuse_in_MULTI__002__Fl_che/index.md",".\_graph\datenpunkt\Multi_Brussels_Reuse_in_MULTI__002__Fl_che\index.md"
"include_final","core entity","datenpunkt","Multi_Brussels_Reuse_in_MULTI__003__Fl_che","Fläche - Multi Brussels / Reuse in MULTI – Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","_database/datenpunkt/Multi_Brussels_Reuse_in_MULTI__003__Fl_che/index.md",".\_graph\datenpunkt\Multi_Brussels_Reuse_in_MULTI__003__Fl_che\index.md"
"include_final","core entity","datenpunkt","Multi_Brussels_Reuse_in_MULTI__004__vorhandener_Beton_erhalten","vorhandener Beton erhalten - Multi Brussels / Reuse in MULTI – Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","_database/datenpunkt/Multi_Brussels_Reuse_in_MULTI__004__vorhandener_Beton_erhalten/index.md",".\_graph\datenpunkt\Multi_Brussels_Reuse_in_MULTI__004__vorhandener_Beton_erhalten\index.md"
"include_final","core entity","datenpunkt","Multi_Brussels_Reuse_in_MULTI__005__Abfall_vermieden_durch_Betonerhalt","Abfall vermieden durch Betonerhalt - Multi Brussels / Reuse in MULTI – Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","_database/datenpunkt/Multi_Brussels_Reuse_in_MULTI__005__Abfall_vermieden_durch_Betonerhalt/index.md",".\_graph\datenpunkt\Multi_Brussels_Reuse_in_MULTI__005__Abfall_vermieden_durch_Betonerhalt\index.md"
"include_final","core entity","datenpunkt","Multi_Brussels_Reuse_in_MULTI__006__Embodied_Carbon_durch_Betonerhalt","Embodied Carbon durch Betonerhalt - Multi Brussels / Reuse in MULTI – Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","_database/datenpunkt/Multi_Brussels_Reuse_in_MULTI__006__Embodied_Carbon_durch_Betonerhalt/index.md",".\_graph\datenpunkt\Multi_Brussels_Reuse_in_MULTI__006__Embodied_Carbon_durch_Betonerhalt\index.md"
"include_final","core entity","datenpunkt","Multi_Brussels_Reuse_in_MULTI__007__Blaustein_demontiert","Blaustein demontiert - Multi Brussels / Reuse in MULTI – Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","_database/datenpunkt/Multi_Brussels_Reuse_in_MULTI__007__Blaustein_demontiert/index.md",".\_graph\datenpunkt\Multi_Brussels_Reuse_in_MULTI__007__Blaustein_demontiert\index.md"
"include_final","core entity","datenpunkt","Multi_Brussels_Reuse_in_MULTI__008__Blausteinbl_cke","Blausteinblöcke - Multi Brussels / Reuse in MULTI – Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","_database/datenpunkt/Multi_Brussels_Reuse_in_MULTI__008__Blausteinbl_cke/index.md",".\_graph\datenpunkt\Multi_Brussels_Reuse_in_MULTI__008__Blausteinbl_cke\index.md"
"include_final","core entity","datenpunkt","Multi_Brussels_Reuse_in_MULTI__009__Aluminiumprofile","Aluminiumprofile - Multi Brussels / Reuse in MULTI – Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","_database/datenpunkt/Multi_Brussels_Reuse_in_MULTI__009__Aluminiumprofile/index.md",".\_graph\datenpunkt\Multi_Brussels_Reuse_in_MULTI__009__Aluminiumprofile\index.md"
"include_final","core entity","datenpunkt","Multi_Brussels_Reuse_in_MULTI__010__Granitfliesen_Terrasse","Granitfliesen Terrasse - Multi Brussels / Reuse in MULTI – Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","_database/datenpunkt/Multi_Brussels_Reuse_in_MULTI__010__Granitfliesen_Terrasse/index.md",".\_graph\datenpunkt\Multi_Brussels_Reuse_in_MULTI__010__Granitfliesen_Terrasse\index.md"
"include_final","core entity","datenpunkt","Multi_Brussels_Reuse_in_MULTI__011__externer_Reuse_Urban_Mining_Anteil","externer Reuse-/Urban-Mining-Anteil - Multi Brussels / Reuse in MULTI – Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","_database/datenpunkt/Multi_Brussels_Reuse_in_MULTI__011__externer_Reuse_Urban_Mining_Anteil/index.md",".\_graph\datenpunkt\Multi_Brussels_Reuse_in_MULTI__011__externer_Reuse_Urban_Mining_Anteil\index.md"
"include_final","core entity","datenpunkt","Musee_de_Folklore_Mouscron__001__wiederverwendete_Ziegel","wiederverwendete Ziegel - Musée de Folklore Vie Frontalière / MUSEF, Mouscron – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Musee_de_Folklore_Mouscron.md","_database/datenpunkt/Musee_de_Folklore_Mouscron__001__wiederverwendete_Ziegel/index.md",".\_graph\datenpunkt\Musee_de_Folklore_Mouscron__001__wiederverwendete_Ziegel\index.md"
