source,source_entity,source_id,relation,target,target_entity,target_id,field,raw_label,confidence,resolution_rule,legacy_path,original_source,original_relation,original_target,edge_cleaning
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_prozessphase,prozessphase/Identifikation,prozessphase,Identifikation,BAUTEIL-INVENTAR:Eingriff/Aufbereitung,"Sortierung, Zuschnitt",rule_high,label_50d_prozessphase_eingriff_aufbereitung,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_prozessphase,prozessphase/Identifikation,added_gap_50d
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_prozessphase,prozessphase/Aufbereitung,prozessphase,Aufbereitung,BAUTEIL-INVENTAR:Eingriff/Aufbereitung,"Sortierung, Zuschnitt",rule_high,label_50d_prozessphase_eingriff_aufbereitung,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_prozessphase,prozessphase/Aufbereitung,added_gap_50d
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,has_prozessphase,prozessphase/Aufbereitung,prozessphase,Aufbereitung,BAUTEIL-INVENTAR:Eingriff/Aufbereitung,Anpassung,rule_high,label_50d_prozessphase_eingriff_aufbereitung,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,has_prozessphase,prozessphase/Aufbereitung,added_gap_50d
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_prozessphase,prozessphase/Aufbereitung,prozessphase,Aufbereitung,BAUTEIL-INVENTAR:Eingriff/Aufbereitung,Anpassung,rule_high,label_50d_prozessphase_eingriff_aufbereitung,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_prozessphase,prozessphase/Aufbereitung,added_gap_50d
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,has_prozessphase,prozessphase/Aufbereitung,prozessphase,Aufbereitung,BAUTEIL-INVENTAR:Eingriff/Aufbereitung,"Zuschnitt, Wiedereinbau",rule_high,label_50d_prozessphase_eingriff_aufbereitung,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,has_prozessphase,prozessphase/Aufbereitung,added_gap_50d
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,has_prozessphase,prozessphase/Wiedereinbau,prozessphase,Wiedereinbau,BAUTEIL-INVENTAR:Eingriff/Aufbereitung,"Zuschnitt, Wiedereinbau",rule_high,label_50d_prozessphase_eingriff_aufbereitung,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,has_prozessphase,prozessphase/Wiedereinbau,added_gap_50d
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_prozessphase,prozessphase/Aufbereitung,prozessphase,Aufbereitung,BAUTEIL-INVENTAR:Eingriff/Aufbereitung,"Reinigung, Zuschnitt",rule_high,label_50d_prozessphase_eingriff_aufbereitung,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_prozessphase,prozessphase/Aufbereitung,added_gap_50d
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,has_prozessphase,prozessphase/Aufbereitung,prozessphase,Aufbereitung,BAUTEIL-INVENTAR:Eingriff/Aufbereitung,Reinigung,rule_high,label_50d_prozessphase_eingriff_aufbereitung,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,has_prozessphase,prozessphase/Aufbereitung,added_gap_50d
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_rueckbauverfahren,rueckbauverfahren/Demontage,rueckbauverfahren,Demontage,BAUTEIL-INVENTAR:Eingriff/Aufbereitung,"Demontage, Katalogisierung, Wiedereinbau",rule_high,label_50e_rueckbauverfahren_eingriff_aufbereitung,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_rueckbauverfahren,rueckbauverfahren/Demontage,added_gap_50e
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,has_rueckbauverfahren,rueckbauverfahren/Ausbau_von_Bauteilen,rueckbauverfahren,Ausbau_von_Bauteilen,BAUTEIL-INVENTAR:Eingriff/Aufbereitung,Ausbau/Wiedereinbau,rule_high,label_50e_rueckbauverfahren_eingriff_aufbereitung,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,has_rueckbauverfahren,rueckbauverfahren/Ausbau_von_Bauteilen,added_gap_50e
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_rueckbauverfahren,rueckbauverfahren/Ausbau_von_Bauteilen,rueckbauverfahren,Ausbau_von_Bauteilen,BAUTEIL-INVENTAR:Eingriff/Aufbereitung,"Ausbau, Anpassung",rule_high,label_50e_rueckbauverfahren_eingriff_aufbereitung,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_rueckbauverfahren,rueckbauverfahren/Ausbau_von_Bauteilen,added_gap_50e
fallstudie/K118_Kopfbau_Halle_118_Winterthur,fallstudie,K118_Kopfbau_Halle_118_Winterthur,located_in_ort,ort/Winterthur,ort,Winterthur,Entitaeten-Mapping:Ort,"Lagerplatz / Winterthur, Schweiz",rule_high,table_50f_located_in_ort_entity_mapping,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,fallstudie/K118_Kopfbau_Halle_118_Winterthur,located_in_ort,ort/Winterthur,added_gap_50f
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_huerde,huerde/Entwurfsbindung,huerde,Entwurfsbindung,FRONTMATTER:huerde_label,"statischer Nachweis, Geometrie",rule_high,label_50g_has_huerde_frontmatter,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_huerde,huerde/Entwurfsbindung,added_gap_50g
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_huerde,huerde/Anschlussproblem,huerde,Anschlussproblem,FRONTMATTER:huerde_label,Maß-/Farbheterogenität,rule_high,label_50g_has_huerde_frontmatter,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_huerde,huerde/Anschlussproblem,added_gap_50g
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_huerde,huerde/Entwurfsbindung,huerde,Entwurfsbindung,FRONTMATTER:huerde_label,Maß-/Farbheterogenität,rule_high,label_50g_has_huerde_frontmatter,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_huerde,huerde/Entwurfsbindung,added_gap_50g
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_huerde,huerde/Bauproduktstatus,huerde,Bauproduktstatus,FRONTMATTER:huerde_label,Zulassung,rule_high,label_50g_has_huerde_frontmatter,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_huerde,huerde/Bauproduktstatus,added_gap_50g
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_huerde,huerde/Anschlussproblem,huerde,Anschlussproblem,FRONTMATTER:huerde_label,Maßtoleranzen,rule_high,label_50g_has_huerde_frontmatter,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_huerde,huerde/Anschlussproblem,added_gap_50g
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_huerde,huerde/Entwurfsbindung,huerde,Entwurfsbindung,FRONTMATTER:huerde_label,Maßtoleranzen,rule_high,label_50g_has_huerde_frontmatter,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_huerde,huerde/Entwurfsbindung,added_gap_50g
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_beschaffungsweg,beschaffungsweg/Bauteilboerse,beschaffungsweg,Bauteilboerse,FRONTMATTER:herkunft_label,Rückbau / Restposten,rule_high,label_50i_has_beschaffungsweg_frontmatter,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_beschaffungsweg,beschaffungsweg/Bauteilboerse,added_gap_50i
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_logistik,logistik/Materialmatching,logistik,Materialmatching,PROZESS UND LOGISTIK,Bestandsaufnahme | Suche nach geeigneten Rückbauteilen | component hunting | verschiedene Quellen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_logistik,logistik/Materialmatching,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,has_logistik,logistik/Materialmatching,logistik,Materialmatching,PROZESS UND LOGISTIK,Bestandsaufnahme | Suche nach geeigneten Rückbauteilen | component hunting | verschiedene Quellen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,has_logistik,logistik/Materialmatching,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_logistik,logistik/Materialmatching,logistik,Materialmatching,PROZESS UND LOGISTIK,Bestandsaufnahme | Suche nach geeigneten Rückbauteilen | component hunting | verschiedene Quellen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_logistik,logistik/Materialmatching,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_logistik,logistik/Materialmatching,logistik,Materialmatching,PROZESS UND LOGISTIK,Bestandsaufnahme | Suche nach geeigneten Rückbauteilen | component hunting | verschiedene Quellen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_logistik,logistik/Materialmatching,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_logistik,logistik/Materialmatching,logistik,Materialmatching,PROZESS UND LOGISTIK,Bestandsaufnahme | Suche nach geeigneten Rückbauteilen | component hunting | verschiedene Quellen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_logistik,logistik/Materialmatching,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_logistik,logistik/Materialmatching,logistik,Materialmatching,PROZESS UND LOGISTIK,Bestandsaufnahme | Suche nach geeigneten Rückbauteilen | component hunting | verschiedene Quellen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_logistik,logistik/Materialmatching,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,has_logistik,logistik/Materialmatching,logistik,Materialmatching,PROZESS UND LOGISTIK,Bestandsaufnahme | Suche nach geeigneten Rückbauteilen | component hunting | verschiedene Quellen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,has_logistik,logistik/Materialmatching,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_logistik,logistik/Materialmatching,logistik,Materialmatching,PROZESS UND LOGISTIK,Bestandsaufnahme | Suche nach geeigneten Rückbauteilen | component hunting | verschiedene Quellen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_logistik,logistik/Materialmatching,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,has_logistik,logistik/Materialmatching,logistik,Materialmatching,PROZESS UND LOGISTIK,Bestandsaufnahme | Suche nach geeigneten Rückbauteilen | component hunting | verschiedene Quellen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,has_logistik,logistik/Materialmatching,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_logistik,logistik/Materialmatching,logistik,Materialmatching,PROZESS UND LOGISTIK,Bestandsaufnahme | Suche nach geeigneten Rückbauteilen | component hunting | verschiedene Quellen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_logistik,logistik/Materialmatching,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,has_logistik,logistik/Materialmatching,logistik,Materialmatching,PROZESS UND LOGISTIK,Bestandsaufnahme | Suche nach geeigneten Rückbauteilen | component hunting | verschiedene Quellen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,has_logistik,logistik/Materialmatching,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_logistik,logistik/Transport,logistik,Transport,PROZESS UND LOGISTIK,Rückbau | Bauteile aus ELYS/Orion/weiteren Quellen entnommen | selektiver Rückbau | Transport nach Winterthur,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_logistik,logistik/Transport,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_logistik,logistik/Transport,logistik,Transport,PROZESS UND LOGISTIK,Rückbau | Bauteile aus ELYS/Orion/weiteren Quellen entnommen | selektiver Rückbau | Transport nach Winterthur,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_logistik,logistik/Transport,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_logistik,logistik/Transport,logistik,Transport,PROZESS UND LOGISTIK,Rückbau | Bauteile aus ELYS/Orion/weiteren Quellen entnommen | selektiver Rückbau | Transport nach Winterthur,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_logistik,logistik/Transport,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_logistik,logistik/Transport,logistik,Transport,PROZESS UND LOGISTIK,Rückbau | Bauteile aus ELYS/Orion/weiteren Quellen entnommen | selektiver Rückbau | Transport nach Winterthur,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_logistik,logistik/Transport,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_logistik,logistik/Transport,logistik,Transport,PROZESS UND LOGISTIK,Rückbau | Bauteile aus ELYS/Orion/weiteren Quellen entnommen | selektiver Rückbau | Transport nach Winterthur,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_logistik,logistik/Transport,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_logistik,logistik/Zwischenlagerung,logistik,Zwischenlagerung,PROZESS UND LOGISTIK,"Ausbau | Treppe, Stahl, Fenster, Platten ausgebaut | Demontage | Zwischenlager",rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_logistik,logistik/Zwischenlagerung,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_logistik,logistik/Zwischenlagerung,logistik,Zwischenlagerung,PROZESS UND LOGISTIK,"Ausbau | Treppe, Stahl, Fenster, Platten ausgebaut | Demontage | Zwischenlager",rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_logistik,logistik/Zwischenlagerung,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_logistik,logistik/Zwischenlagerung,logistik,Zwischenlagerung,PROZESS UND LOGISTIK,"Ausbau | Treppe, Stahl, Fenster, Platten ausgebaut | Demontage | Zwischenlager",rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_logistik,logistik/Zwischenlagerung,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_logistik,logistik/Zwischenlagerung,logistik,Zwischenlagerung,PROZESS UND LOGISTIK,"Ausbau | Treppe, Stahl, Fenster, Platten ausgebaut | Demontage | Zwischenlager",rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_logistik,logistik/Zwischenlagerung,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_logistik,logistik/Lokale_Wiederverwendung,logistik,Lokale_Wiederverwendung,PROZESS UND LOGISTIK,Transport | Bauteile aus Basel/Zürich/anderen Quellen nach Winterthur | Bauteillogistik | regionale Transporte,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_logistik,logistik/Lokale_Wiederverwendung,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_logistik,logistik/Lokale_Wiederverwendung,logistik,Lokale_Wiederverwendung,PROZESS UND LOGISTIK,Transport | Bauteile aus Basel/Zürich/anderen Quellen nach Winterthur | Bauteillogistik | regionale Transporte,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_logistik,logistik/Lokale_Wiederverwendung,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_logistik,logistik/Lagerflaeche,logistik,Lagerflaeche,PROZESS UND LOGISTIK,Lagerung | Bauteile bis Einbau gelagert | Lagerverwaltung | Lagerflächen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_logistik,logistik/Lagerflaeche,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_logistik,logistik/Lagerung,logistik,Lagerung,PROZESS UND LOGISTIK,Lagerung | Bauteile bis Einbau gelagert | Lagerverwaltung | Lagerflächen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_logistik,logistik/Lagerung,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,has_logistik,logistik/Lagerflaeche,logistik,Lagerflaeche,PROZESS UND LOGISTIK,Lagerung | Bauteile bis Einbau gelagert | Lagerverwaltung | Lagerflächen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,has_logistik,logistik/Lagerflaeche,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,has_logistik,logistik/Lagerung,logistik,Lagerung,PROZESS UND LOGISTIK,Lagerung | Bauteile bis Einbau gelagert | Lagerverwaltung | Lagerflächen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,has_logistik,logistik/Lagerung,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_logistik,logistik/Lagerflaeche,logistik,Lagerflaeche,PROZESS UND LOGISTIK,Lagerung | Bauteile bis Einbau gelagert | Lagerverwaltung | Lagerflächen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_logistik,logistik/Lagerflaeche,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_logistik,logistik/Lagerung,logistik,Lagerung,PROZESS UND LOGISTIK,Lagerung | Bauteile bis Einbau gelagert | Lagerverwaltung | Lagerflächen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_logistik,logistik/Lagerung,added_gap_50k
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_logistik,logistik/Lagerflaeche,logistik,Lagerflaeche,PROZESS UND LOGISTIK,Lagerung | Bauteile bis Einbau gelagert | Lagerverwaltung | Lagerflächen,rule_medium,table_50k_has_logistik_process_logistik,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_logistik,logistik/Lagerflaeche,added_gap_50k
